,Produto,EAN,Marca,Descrição
167,Puran T4 25Mcg 30Comprimidos,7897595901309,AVENTIS - OL,"Para que serve o Puran T4?Este medicamento é destinado à:Terapia de reposição ou suplementação hormonal (de hormônio) em pacientes com hipotireoidismo (produção insuficiente de hormônio pela glândula tireoide) de qualquer causa (exceto no hipotireoidismo transitório, durante a fase de recuperação de tireoidite subaguda-doença inflamatória da glândula tireoide). Nesta categoria incluem-se: cretinismo (condição que ocorre na infância ou na fase de amamentação devido à deficiência de hormônios da tireoide na fase fetal), mixedema (associado ao hipotireoidismo, é caracterizado pela pele seca e áspera, lábios inchados e nariz espessado) e hipotireoidismo comum em pacientes de qualquer idade (crianças, adultos e idosos) ou fase (por exemplo, gravidez); hipotireoidismo primário resultante de redução da função da tireoide; diminuição primária da tireoide; remoção total ou parcial da glândula tireoide, com ou sem bócio (aumento perceptível da tireoide); hipotireoidismo secundário (da glândula hipófise) ou terciário (do hipotálamo, que é uma região do cérebro que controla o sistema endócrino).Supressão do TSH hipofisário (hormônio estimulante da tireoide ou tireotropina) no tratamento ou prevenção dos vários tipos de bócios eutireoidianos (bócio decorrente do aumento de TSH), inclusive nódulos tireoidianos, tireoidite linfocítica subaguda ou crônica (tireoidite de Hashimoto/tireoidite autoimune) e carcinomas foliculares e papilares (tumores malignos) da tireoide dependentes de tireotropina.Ao diagnóstico nos testes de supressão, auxiliando no diagnóstico da suspeita de hipertireoidismo (produção excessiva de hormônio pela glândula tireoide) leve ou de glândula tireoide autônoma.Como usar o Puran T4?USO ORAL.USO ADULTO E PEDIÁTRICO.As doses administradas de PURAN T4 variam de acordo com o grau de hipotireoidismo, a idade do paciente e a tolerabilidade individual. A fim de se adaptar a posologia, é recomendável antes de iniciar o tratamento efetuar as dosagens do (T3), (T4) e do TSH.Você deve tomar os comprimidos com líquido, por via oral.Uso adultoHipotireoidismo:PURAN T4 deve ser administrado em doses baixas (50 mcg/dia) que serão aumentadas de acordo com as condições cardiovasculares do paciente.Dose inicial:50 mcg/dia, aumentando-se 25 mcg a cada 2 ou 3 semanas até que o efeito desejado seja alcançado. Em pacientes com hipotireoidismo de longa data, particularmente com suspeita de alterações cardiovasculares, a dose inicial deverá ser ainda mais baixa (25 mcg/dia).Manutenção:recomenda-se 75 a 125 mcg diários sendo que alguns pacientes, com má absorção, podem necessitar de até 200 mcg/dia. A maioria dos pacientes não exige doses superiores a 150 mcg/dia. A falta de resposta às doses de 200 mcg/dia sugere má absorção, não obediência ao tratamento ou erro diagnóstico.Supressão do TSH (câncer de tireoide) / nódulos / bócios eutireoidianos em adultos:Dose supressiva média de levotiroxina (T4): 2,6 mcg/kg/dia, durante 7 a 10 dias. Essa dose geralmente é suficiente para obter normalização dos níveis de T3 e T4 no organismo e falta de resposta à ação do TSH. A levotiroxina sódica deve ser empregada com cautela em pacientes com suspeita de glândula tireoide independente, considerando que a ação dos hormônios exógenos (de origem externa ao organismo) pode somar-se aos hormônios de fonte endógena (originários do organismo).Uso pediátricoNo recém-nascido, a posologia inicial deverá ser de 5 a 6 mcg/kg/dia em função da dosagem dos hormônios circulantes. Na criança a posologia deve ser estabelecida em função dos resultados das dosagens hormonais e em geral é de 3 mcg/kg/dia.Os comprimidos de PURAN T4 devem ser ingeridos com estômago vazio (1 hora antes ou 2 horas após o café da manhã ou ingestão de alimento), a fim de aumentar sua absorção.Para as crianças com dificuldades de ingerir os comprimidos, estes devem ser triturados e dissolvidos em pequena quantidade de água. Esta suspensão pode ser administrada em colher ou conta-gotas. Os comprimidos triturados podem também ser administrados com pequenas quantidades de alimentos (cereais, sucos, etc.). Esta suspensão preparada não pode ser guardada para uso posterior.Não há estudos dos efeitos de PURAN T4 administrado por vias não recomendadas. Portanto, por segurança e para garantir a eficácia deste medicamento, a administração deve ser somente por via oral, conforme recomendado pelo médico.Pacientes idososNo idoso, a integridade do sistema cardiovascular pode estar comprometida. Por isso, neste paciente a terapia com PURAN T4 deve ser iniciada com doses baixas, como por exemplo: 25-50 mcg/dia.Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do tratamento. Não interrompa o tratamento sem o conhecimento do seu médico.Quando não devo usar o Puran T4?PURAN T4 não deve ser utilizado em caso de: hipersensibilidade (alergia) aos componentes da fórmula, infarto do miocárdio recente, tireotoxicose não tratada (síndrome clínica, não tratada, resultante de níveis elevados de hormônio da tireoide), insuficiência suprarrenal (da glândula localizada sobre os rins) descompensada e hipertireoidismo não tratado.Não há contraindicação relativa a faixas etárias.PURAN T4 125MCG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA."
168,Neuleptil 4% Gotas 20Ml,7896070601260,SANOFI,
169,"Desogestrel 0,075mg 28 Comprimidos Sandoz",7897595620293,SANDOZ GENERICOS,
170,Fosfato Sódico de Prednisolona 3mg Soluçao 120ml Prati-Donaduzzi,7898148296491,PRATI-DONADUZZI,"Este é um medicamento à base de prednisolona com propriedades predominantes dos glicocorticoides (hormônios esteroides). Possui potente ação anti-inflamatória, antirreumática e antialérgica destinado ao tratamento de doenças que respondem aos corticosteroides.FOSFATO SODIO DE PREDNISOLONA 3MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA. MEDICAMENTOS PODEM CAUSAR EFEITOS INDESEJADOS. EVITE A AUTOMEDICAÇÃO: INFORME-SE COM O FARMACÊUTICO. VENDA SOB PRESCRIÇÃO MÉDICA. MEDICAMENTO GENÉRICO – LEI N.º 9.787/99."
171,Luftal Gotas 15ML,7896016804915,RECKITT,"LUFTAL é indicado para pacientes com excesso de gases no aparelho digestivo. O acúmulo de gases no estômago e no intestino chama-se flatulência, que causa desconforto abdominal, aumento do volume abdominal, dor ou cólicas no abdômen. A eliminação dos gases alivia estes sintomas.LUFTAL também pode ser usado como medicação auxiliar no preparo dos pacientes em exames médicos, tais como endoscopia digestiva (exame do interior do esôfago, estômago e intestino) e/ ou colonoscopia (exame do interior do intestino grosso)."
172,Pantoprazol 20mg 42 Comprimidos EMS,7896004749303,EMS GENÉRICO,
173,Trezete 10MG + 10MG 30Comprimidos Revestidos,7896658027123,ACHE,
174,Sal de Fruta Eno Sabor Abacaxi 2 envelopes 5g cada,7896015521684,GLAXO SMITHKLINE - OTC,"Para que
serve o Eno Sal de Frutas?Eno Sal de Fruta é um antiácido indicado para
auxiliar na azia, má digestão e outros transtornos estomacais, tais como
excesso de acidez do estômago e indigestão ácida.Como
funciona o Eno Sal de Frutas?Os componentes do Sal de Frutas Eno quando
dissolvidos em água, reagem entre si, produzindo um sal de efeito antiácido,
capaz de iniciar a redução da acidez do estômago em 6 segundos.Como usar o
Eno Sal de Frutas?Quando
     os sintomas ocorrerem, você deve dissolver 5g (conteúdo de 1 envelope ou 1
     colher de chá) de Sal de Fruta Eno em um copo pequeno de água (200 ml) em
     temperatura ambiente.Espere
     completar a efervescência e beba de uma vez.Se
     necessário, repita a ingestão após 2 horas.ImportanteVocê
     não deve ultrapassar a dose diária máxima recomendada, de 2 envelopes ou 2
     colheres de chá deste medicamento a cada 24 horas.Para
     esta dose, o período máximo de uso é de 14 dias.Siga
     corretamente o modo de usar.Em
     casos de dúvidas sobre este medicamento, procure orientação do
     farmacêutico.Não
     desaparecendo os sintomas, procure orientação de seu médico ou
     cirurgião-dentista.EspecificaçõesSal de Fruta Eno está disponível em
6 sabores e 2 tamanhos:Sabores
     Original, Tutti-Frutti, Laranja, Abacaxi, Guaraná e Limão.Sachê
     com 2 doses ou frasco de 100g com 20 doses.Quando não devo usar Eno Sal de Frutas?Você não deve tomar este medicamento se tiver
história de alergia a quaisquer componentes da fórmula, se tiver pressão alta,
problemas no fígado, coração ou rins ou se seguir uma dieta restrita em sódio.Este
medicamento é contraindicado para menores de 12 anos de idade.SE
PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO. NÃO USE ESTE
MEDICAMENTO SE VOCÊ TEM RESTRIÇÃO AO CONSUMO DE SAL, INSUFICIÊNCIA DOS RINS, DO
CORAÇÃO OU DO FÍGADO."
175,Fluconazol 150mg 1 Cápsula EMS,7896004703336,EMS GENÉRICO,
176,Tylenol DT 20Comprimidos,7896212413560,J&J - OL,"TYLENOL® DC é um analgésico não narcótico com extra poder de alívio da dor de cabeça. Uso adulto e pediátrico acima de 12 anos de idade, indicado para o alívio sintomático de dores de cabeça, sendo também útil para a redução da febre e para o alívio temporário de dores leves a moderadas, tais como: dores associadas a gripe e resfriados comuns, dor de dente, dor nas costas, dores musculares, dores associadas a artrites e cólicas menstruais. A embalagem contém 20 comprimidos com 500 mg de paracetamol e 65 mg de cafeína cada. Extra poder de alívio da dor de cabeça."
177,Dexilant 30Mg 30Comprimidos,7896641808982,TAKEDA PHARMA LTDA,"Este medicamento é indicado, em adultos, para: - cicatrização de lesão no esôfago causada por esofagite erosiva (EE) (8 semanas de tratamento); - manter a cicatrização da EE e alívio da azia; - tratamento da azia relacionada à doença de refluxo gastroesofágico (DRGE) por até 4 semanas. A DRGE ocorre quando o ácido do estômago entra no esôfago, tubo que conecta a boca ao estômago. Isto pode causar uma sensação de queimação no peito ou na garganta, gosto azedo ou arrotos. Em alguns casos, o ácido pode danificar o revestimento do esôfago. Este dano é chamado esofagite erosiva ou EE. DEXILANT pode ajudar nos sintomas relacionados à acidez, mas você ainda pode ter problemas graves de estômago. Converse com seu médico. Não se sabe se DEXILANT é seguro e eficaz em crianças menores de 18 anos de idade.

DEXILANT 30MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA."
178,Tandrilax 15Comprimidos,7896658004704,ACHE,
179,Diclofenaco de Potassio 50mg 20 Comprimidos Medley,7896422504386,MEDLEY - GEN,
180,Prednisolona 20mg 10 Comprimidos Biosintética,7896181921011,BIOSINTETICA - GEN,"A prednisolona é indicada como agente anti-inflamatório e imunossupressor em patologias cujos mecanismos fisiopatológicos envolvam processos inflamatórios e/ou autoimunes; para o tratamento de condições endócrinas (glândulas); e em composição de esquemas terapêuticos em algumas neoplasias.
PREDNISOLONA 20MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA."
181,"Elani Ciclo 3Mg+0,03Mg 21Comprimidos",7896094202900,LIBBS,
182,Doril Enxaqueca 4Comprimidos,7896094906310,HYPERMARCAS-DM,"O Doril Enxaqueca é uma combinação de ácido acetilsalicílico, paracetamol e cafeína. O paracetamol é um analgésico e antipirético (contra dor e febre), o ácido acetilsalicílico é analgésico e anti-inflamatório. A cafeína potencializa o efeito analgésico. O Doril Enxaqueca é indicado para o alívio de dores leves a moderadas tais como: dor de cabeça, dores causadas por resfriados ou sinusite; artrite; dores musculares, dor de dente; dismenorreia (cólicas pré-menstrual e menstrual) e enxaqueca."
183,"Patanol S Colírio 2,5Ml",7896548140581,ALCON,"SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO."
184,Apidra Solostar 3Ml,7891058002985,AVENTIS - OL,"SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO."
185,Dprev Todo Dia 400UI Gotas 10ML,7898430194689,MYRALIS PHARMA,
186,Viagra 50Mg 2Comprimidos,7908236800186,PFIZER,
187,Vick Pyrena Sache Unitario 5G Camomila,7501007447285,P&G - MED,"Vick Pyrena é indicado contra dores de cabeça, febre e dores no corpo próprias da gripe. Vick Pyrena (paracetamol) deve ser misturado na água ou no chá quente, não sendo necessária a adição de açúcar. Para que serve: Sua fórmula combina um eficaz analgésico/antitérmico, com sabor mel e limão."
188,Acetilcisteína 600mg 16 Envelopes EMS,7896004713342,EMS GENÉRICO,"Acetilcisteína é um expectorante indicado para quando se tem dificuldade para expectorar e há muita secreção densa e viscosa, tais como bronquite aguda, bronquite crônica e suas exacerbações, enfisema pulmonar, pneumonia, colapso/atelectasias pulmonares, mucoviscidose. Também é indicado para intoxicação acidental ou voluntária por paracetamol.Deve ser administrado somente por via oral, deve ser dissolvido com auxílio de uma colher, em meio copo d’água em temperatura ambiente e ingerido em seguida.Não se deve guardar a solução."
189,Vitamina C Redoxon 1g com 10 comprimidos efervescentes,7891106006279,BAYER/SCHERING - OL,"Para que serve o Redoxon 1g?Redoxon® é indicado como suplemento vitamínico:auxiliar do sistema imunológico;antioxidante;pós-cirúrgico e cicatrizante;doenças crônicas e convalescença;dietas restritivas e inadequadas;como auxiliar nas anemias carenciais.Redoxon® também é indicado como suplemento vitamínico para idosos.Como usar o Redoxon 1g?Posologia e Modo de usarAdultos e crianças acima de 12 anos:1 comprimido efervescente ao dia.O comprimido efervescente deverá ser dissolvido em um copo com água (aproximadamente 200 ml).“Siga corretamente o modo de usar. Em caso de dúvidas sobre este medicamento, procure orientação do farmacêutico. Não desaparecendo os sintomas, procure orientação de seu médico ou cirurgião-dentista”.Quando não devo usar o Redoxon 1g?Redoxon® é contraindicado:para pacientes que apresentem hipersensibilidade (alergia) a qualquer um dos ingredientes ativos ou a qualquer um dos excipientes;para pacientes com presença ou histórico de cálculo renal (pedra nos rins) por oxalato ou com eliminação de oxalato pela urina;para pacientes com insuficiência renal grave (deficiência do funcionamento do rim) ou falência renal, inclusive aqueles que estejam em diálise;O uso de altas doses de vitamina C em pacientes cujos rins não funcionem efetivamente, pode provocar a formação de cristais e/ou pedras nos rins ou levar a insuficiência renal.para pacientes com hemocromatose (absorção exagerada de ferro pelo organismo). Redoxon® é contraindicado para menores de 12 anos.SE PERSISTIREM OS SINTOMAS O MÉDICO DEVERÁ SER CONSULTADO. NÃO USE ESTE MEDICAMENTO EM CASO DE DOENÇA GRAVE DOS RINS."
190,Benegrip Multi Noite 4Comprimidos,7896094918122,HYPERMARCAS-DM,"O que é: O Benegrip Multi Noite é destinado para alívio dos sintomas decorrentes das gripes e resfriados, como dores de cabeça, febre e processos alérgicos.

Para que serve: O Benegrip Multi Noite é uma associação cujo componente básico é o paracetamol, que age aliviando a dor e a febre decorrentes dos quadros infecciosos das vias aéreas superiores. Benegrip Multi Noite também possui em sua formulação o cloridrato de fenilefrina, que age como descongestionante nasal; e o maleato de carbinoxamina, que age eliminando a coriza. As ações destes três princípios ativos aliviam os sintomas associados às gripes e resfriados. Benegrip Multi Noite possui início de ação 30 minutos após a ingestão.

Modo de usar: Uma dose é composta de 2 comprimidos (1 amarelo + 1 branco). Adultos e crianças acima de 12 anos: tomar 2 comprimidos (1 amarelo + 1 branco) a cada 8 horas, com um copo de água. Quando usar Benegrip Multi Dia e Benegrip Multi Noite, nunca tomar ao mesmo tempo e sempre respeitar o intervalo mínimo de 8 horas entre as doses. Não exceder 4 doses em 24 horas. A dose diária máxima recomendada de paracetamol é de 4.000mg e de cloridrato de fenilefrina é 120mg.PARACETAMOL: NÃO USE JUNTO COM OUTROS MEDICAMENTOS QUE CONTENHAM PARACETAMOL, COM ÁLCOOL, OU EM CASO DE DOENÇA GRAVE DO FÍGADO. SE PERSISTIREM OS SINTOMAS O MÉDICO DEVERÁ SER CONSULTADO.

FENILEFRINA: NÃO USE ESTE MEDICAMENTO EM CASO DE DOENÇA DO CORAÇÃO, PRESSÃO ALTA E GLAUCOMA. SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO."
191,Nactali 28Comprimidos,7896094208117,LIBBS,
192,Colact 667mg Xarope 120ml Ameixa,7896006213130,UNIAO QUIMICA,
193,Valerato Betametasona 1g Creme 30g Germed,7896004708881,GERMED-SIGMA PHARMA,
194,Atenolol 25mg 30 Comprimidos Neo Química,7896714262031,NEO QUIMICA - GENERICOS,"O atenolol é indicado para o controle da hipertensão arterial (pressão alta), controle da angina pectoris (dor no peito ao esforço), controle de arritmias cardíacas, infarto do miocárdio e tratamento precoce e tardio após infarto do miocárdio.O atenolol age preferencialmente sobre os receptores localizados no coração e na circulação, reduzindo a pressão arterial, quando usado continuamente. O atenolol começa a ter uma ação significativa dentro de 1 hora após sua administração por via oral, atingindo seu efeito máximo em 2 a 4 horas. Esse efeito é mantido por no mínimo 24 horas."
195,Caverject 10mg 1 Frasco,7891268100709,PFIZER,
196,Cloridrato de Metoclopramida 4mg Gotas 10ml Teuto,7896112144816,TEUTO,
