Produto,EAN,Marca,Descrição,Preço sem desconto,Preço com desconto,% de desconto,Farmacia,Região,Cidade
Quelatus Bari 60Comprimidos,7891317015510,MOMENTA FARMACÊUTICA LTDA.,"Quelatus Bari é um suplemento vitamínico-mineral que ajuda a complementar dietas irregulares ou com falta de algum nutriente. Ele também é indicado para pessoas que fizeram procedimento bariátrico, considerando que esses apresentam maior risco de desenvolver deficiências nutricionais pela limitação na ingestão e absorção de diferentes nutrientes. Quelatos Bari também é importante para metabolizar gorduras, proteínas e carboidratos. 
Sua fórmula atende as necessidades nutricionais do organismo feminino e masculino e conta com minerais aminoácidos quelatos, que são minerais de última geração desenvolvidos especialmente para nutrição humana e com melhor absorção pelo organismo comparado aos minerais não quelatados. 

Contraindicações: Hipersensibilidade aos componentes da fórmula. 

Precauções: Gestantes, nutrizes e crianças até 3 (três) anos somente devem consumir este produto sob orientação de médico ou nutricionista. Consumir este produto conforme a Recomendação de Ingestão Diária constante da embalagem. 

Como tomar: Mastigar 2 comprimidos ao dia ou a critério médico/nutricionista.
Se preferir, pode partir o comprimido e ingerir as partes preferencialmente com água.",135.08,135.08,,Santo Remedio,Sudeste,Sao Paulo
Cloridrato de Sertralina 50mg 30 Comprimidos Zydus,7898910350154,ZYDUS,,54.0,20.36,62.0%,Santo Remedio,Sudeste,Sao Paulo
Risperidona 3mg 30 Comprimidos Teuto,7896112171478,TEUTO,,53.64,23.07,57.0%,Santo Remedio,Sudeste,Sao Paulo
"Concor 2,5Mg 30Comprimidos",7891721024986,MERCK,,82.95,78.92,5.0%,Santo Remedio,Sudeste,Sao Paulo
Hemifumarato de Bisoprolol 5mg 30 Comprimidos Merck,7891721026959,MERCK GENERICOS,,59.05,51.72,12.0%,Santo Remedio,Sudeste,Sao Paulo
Trezete 20MG + 10MG 30Comprimidos Revestidos,7896658027130,ACHE,,125.71,104.28,17.0%,Santo Remedio,Sudeste,Sao Paulo
Restitue 40Mg 30Comprimidos Revestidos,7894916512923,EMS,,73.9,73.9,,Santo Remedio,Sudeste,Sao Paulo
Olmecor 20Mg 30Comprimidos,8902220114845,TORRENT DO BRASIL,"Olmecor é indicado para o tratamento da pressão arterial alta, ou seja, a pressão cujas medidas estejam acima de 140 mmHg (pressão “alta” ou sistólica) ou 90 mm Hg (pressão “baixa” ou diastólica).

Contraindicações
Você não deve usar este medicamento durante a gravidez, nem se for alérgico ou sensível a qualquer componente da fórmula. Você não deve usar esse produto se é diabético e está utilizando alisquireno. Não deve ser utilizado em pacientes com menos de 35 kg. 

Precauções
Durante o uso do medicamento alguns cuidados devem ser tomados:
- Pacientes utilizando sequestradores de ácidos biliares: a dose deve ser tomada preferencialmente 4 horas antes da dose do sequestrador de ácidos biliares.
- Pacientes utilizando antiinflamatórios não esteroidais: o uso desses medicamentos pode levar à piora da função dos rins. O efeito pode ser reduzido pelo uso concomitante de antiinflamatórios. 
- Informe o seu médico se você faz uso de outros medicamentos para reduzir a pressão, lítio ou alisquireno. Pacientes utilizando esses medicamentos podem necessitar de um monitoramento terapêutico mais próximo.
- Lactação: Informe ao seu médico se estiver amamentando. O médico deverá decidir se descontinua a amamentação ou o uso do medicamento.
- Primeiro trimestre de gestação: Este medicamento não deve ser utilizado por mulheres grávidas sem orientação médica ou do cirurgião-dentista.
- Segundo e terceiro trimestres de gestação: Este medicamento não deve ser utilizado por mulheres grávidas sem orientação médica. Informe imediatamente seu médico em caso de suspeita de gravidez.
- Não use medicamento sem o conhecimento do seu médico. Pode ser perigoso para a sua saúde. 

Reações adversas
Tontura, dor de cabeça, tosse, dor abdominal, náusea, vômito, vermelhidão da pele, coceira, inchaço do rosto, inchaço das pernas, insuficiência renal aguda, alterações em exames laboratoriais do sangue (aumento de creatinina e enzimas do fígado), diarréia e choque anafilático.

OLMECOR 20MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA. MEDICAMENTOS PODEM CAUSAR EFEITOS INDESEJADOS. EVITE A AUTOMEDICAÇÃO: INFORME-SE COM O FARMACÊUTICO.

VENDA SOB PRESCRIÇÃO MÉDICA.",51.18,48.69,5.0%,Santo Remedio,Sudeste,Sao Paulo
Tamisa 30 63Drageas,7891317009724,EUROFARMA LABORATÓRIOS S.A,,89.36,73.39,18.0%,Santo Remedio,Sudeste,Sao Paulo
Mydriacyl 1% Colírio 5ML,7896548112229,ALCON,,21.9,21.9,,Santo Remedio,Sudeste,Sao Paulo
Mamades 75mcg 28 Comprimidos,7891317180621,EUROFARMA LABORATÓRIOS S.A,,36.34,33.59,8.0%,Santo Remedio,Sudeste,Sao Paulo
Naprix A 10/5Mg 30Comprimidos,7896094201811,LIBBS,,75.81,72.1,5.0%,Santo Remedio,Sudeste,Sao Paulo
Naprix 10Mg 30Comprimidos,7896094206380,LIBBS,,80.54,66.9,17.0%,Santo Remedio,Sudeste,Sao Paulo
Pilocarpina 2% 10Ml,7897316802236,FRUMTOST,,42.94,40.82,5.0%,Santo Remedio,Sudeste,Sao Paulo
Paracetamol+Cafeína 500+65mg 20 Comprimidos EMS,7896004721323,EMS GENÉRICO,,25.98,21.52,17.0%,Santo Remedio,Sudeste,Sao Paulo
Aceviton Arginina 16 Comprimidos Efervescentes Laranja,7897947616363,CIMED,,25.41,20.99,17.0%,Santo Remedio,Sudeste,Sao Paulo
Pantoprazol 40mg 42 Comprimidos Biosintética,7896181918707,BIOSINTETICA - GEN,,132.89,55.6,58.0%,Santo Remedio,Sudeste,Sao Paulo
Lavitan Testo Performance 30 Comprimidos,7897947614482,CIMED,"Testo Performance Cimed é um suplemento que aumenta os niveis de Testosteronas no corpo..Ele pode contribuir para o aumento de massa muscular, fornecendo energia durante os treinos.",29.71,29.71,,Santo Remedio,Sudeste,Sao Paulo
Tadalafila 5mg 30 Comprimidos Eurofarma,7891317127725,EUROFARMA - GEN,,382.38,25.62,93.0%,Santo Remedio,Sudeste,Sao Paulo
Montelucaste de Sódio 10mg 30 Comprimidos Eurofarma,7891317140854,EUROFARMA - GEN,"O montelucaste de sódio é indicado para o tratamento de: Asma, incluindo a prevenção dos sintomas de asma durante o dia e a noite. O montelucaste de sódio também previne o estreitamento das vias aéreas causado pelo exercício; Rinite alérgica, incluindo sintomas diurnos e noturnos como congestão nasal, coriza, coceira nasal e espirros; congestão nasal ao despertar, dificuldade de dormir e despertares noturnos; lacrimejamento, coceira, vermelhidão e inchaço dos olhos.",118.38,47.93,60.0%,Santo Remedio,Sudeste,Sao Paulo
Claritromicina 500mg 14 Comprimidos Medley,7896422503617,MEDLEY - GEN,,148.44,69.69,53.0%,Santo Remedio,Sudeste,Sao Paulo
Andolba Aerosol 43G,7899640806430,MOMENTA FARMACÊUTICA LTDA.,,39.81,39.81,,Santo Remedio,Sudeste,Sao Paulo
Emprol XR 50Mg 30Comprimidos,7898577810770,HYPERMARCAS-DM,"Indicação: Emprol XR é indicado para tratamento da Hipertensão arterial (pressão alta) - redução da pressão arterial, da morbidade e do risco de mortalidade de origem cardiovascular e coronária (incluindo morte súbita); Angina do peito; Adjuvante na terapia da insuficiência cardíaca crônica sintomática, leve a grave: aumento da sobrevida, redução da hospitalização, melhora da função ventricular esquerda, melhora na classe funcional da New York Heart Association (NYHA) e melhora na qualidade de vida; Alterações do ritmo cardíaco, incluindo especialmente taquicardia supraventricular; Tratamento de manutenção após infarto do miocárdio; Alterações cardíacas funcionais com palpitações; Prevenção de crises de enxaqueca. 
Posologia: Leia a bula. 
Quando não devo usar este medicamento: Você não deve utilizar Emprol XR nas seguintes situações: se tiver alergia ao metoprolol, aos demais componentes da fórmula ou a outros betabloqueadores; bloqueio atrioventricular de grau II ou de grau III, pacientes com insuficiência cardíaca não compensada instável (ou seja, edema pulmonar [água no pulmão], hipoperfusão [baixa taxa de oxigênio nos órgãos do corpo] ou hipotensão [pressão baixa]), e pacientes com terapia inotrópica contínua ou intermitente agindo através de agonista do receptor beta, bradicardia sinusal clinicamente relevante, síndrome do nó sino-atrial (a não ser que você faça uso de um marcapasso permanente), choque cardiogênico e arteriopatia periférica grave; o metoprolol não deve ser administrado em pacientes com suspeita de infarto agudo do miocárdio, enquanto a frequência cardíaca for < 45 batimentos/minuto, o intervalo PQ for > 0,24 segundos ou a pressão sistólica for < 100 mmHg
EMPROL XR 100MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA.
MEDICAMENTOS PODEM CAUSAR EFEITOS INDESEJADOS. EVITE A AUTOMEDICAÇÃO: INFORME-SE COM O FARMACÊUTICO.
VENDA SOB PRESCRIÇÃO MÉDICA.",75.03,60.6,19.0%,Santo Remedio,Sudeste,Sao Paulo
Dicloridrato de Levocetirizina 5mg 10 Comprimidos Neo Quimica,7896714274010,NEO QUIMICA - GENERICOS,,41.37,26.45,36.0%,Santo Remedio,Sudeste,Sao Paulo
Tylenol DC 4Comprimidos,7891010249298,J&J - OL,"Ideal para dores associadas a gripes e resfriados comuns, dor de dente, dor nas costas, dores musculares, dores associadas a artrites e cólicas menstruais. Uso adulto e pediátrico acima de 12 anos. Tylenol DC é contraindicado em caso de alergia ao paracetamol,cafeína ou qualquer componente de sua fórmula. Se você estiver grávida ou amamentando,consulte o seu médico antes de usar este medicamento. Não use outro produto que contenha paracetamol. Os consumidores de doses abusivas de álcool devem consultar seus médicos para saber se podem tomar Tylenol DC ou qualquer outro analgésico. Para pacientes com problemas na fígado ou rim, consulte o médico antes de usar o medicamento. SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO. NÃO USE JUNTO COM OUTROS MEDICAMENTOS QUE CONTENHAM PARACETAMOL, COM ÁLCOOL, OU EM CASO DE DOENÇA GRAVE DO FÍGADO.",6.38,6.38,,Santo Remedio,Sudeste,Sao Paulo
Cloridrato de Bupropiona 150mg 60 Comprimidos EMS,7896004732633,EMS GENÉRICO,,242.61,82.03,66.0%,Santo Remedio,Sudeste,Sao Paulo
BRITENS COL 10ML,7896006226215,GENON,,167.46,139.61,17.0%,Santo Remedio,Sudeste,Sao Paulo
Allegra Pediátrico 6Mg 150ML,7891058004354,SANOFI,,89.98,76.86,15.0%,Santo Remedio,Sudeste,Sao Paulo
Sal Fruta Eno 100G Tradicional,7896015560300,GLAXO SMITHKLINE - OTC,,28.07,19.99,29.0%,Santo Remedio,Sudeste,Sao Paulo
Insulina Novolin R 10Ml,7897705203224,NORDISK,"SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO.",66.07,50.12,24.0%,Santo Remedio,Sudeste,Sao Paulo
Ossone 30Comprimidos,7899824400171,ATIVUS FARMA,,90.66,90.66,,Santo Remedio,Sudeste,Sao Paulo
Losartana Potassica 50mg 30 Comprimidos Neo Química,7896714208565,NEO QUIMICA - GENERICOS,"SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO.",9.74,7.35,25.0%,Santo Remedio,Sudeste,Sao Paulo
Pred Fort Colírio 5Ml,7897316800300,ALLERGAN,,55.82,55.82,,Santo Remedio,Sudeste,Sao Paulo
PAST ENO 8UND MENTA,7896015592660,GLAXO SMITHKLINE - OTC,"O que é
O sal de fruta Eno é composto carbonato de cálcio. Seu ingrediente se dissolve rapidamente e cria uma solução efervescente que neutraliza a acidez estomacal ao entrar em contato com ele. 
Para que serve
Eno Pastilhas Mastigáveis sabor Menta é alívio para os 6 sintomas da azia. O seu formato de pastilhas em blister é prático para o alívio rápido da azia onde estiver. 
Modo de usar
2 a 4 comprimidos por dia. Não use por mais de 14 dias, a menos que recomendado pelo médico. 
SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO. NÃO USE ESTE MEDICAMENTO EM CASO DE DOENÇAS DOS RINS.",10.24,10.24,,Santo Remedio,Sudeste,Sao Paulo
"Maleato de Timolol 0,5% Colírio 5ml Neo Química",7896714225753,NEO QUIMICA - GENERICOS,,13.83,6.81,51.0%,Santo Remedio,Sudeste,Sao Paulo
Level 21Comprimidos,7896241248287,BIOLAB SANUS,,28.82,24.7,14.0%,Santo Remedio,Sudeste,Sao Paulo
Dolamin Flex 12Comprimidos,7898040322441,FARMOQUIMICA-HERBARIUM,,50.79,45.98,9.0%,Santo Remedio,Sudeste,Sao Paulo
Lavitan Vitamina D Gotas 30ml,7897947600775,CIMED,Suplemento com vitamina D3 sabor limão. Cada gota contém 200 UI. Contribui para o bom funcionamento do sistema imunológico.,23.56,23.56,,Santo Remedio,Sudeste,Sao Paulo
Cloridrato de Bupropiona 150mg 60 Comprimidos Nova Química,7895296213059,NOVA QUIMICA,,227.8,75.15,67.0%,Santo Remedio,Sudeste,Sao Paulo
Aceviton Zinco 1g 30 Comprimidos Efervescentes,7897947616332,CIMED,,33.21,24.99,25.0%,Santo Remedio,Sudeste,Sao Paulo
Ciclopirox Olamina 10mg/ml Solução Tópica 15ml Legrand,7894916145695,LEGRAND GENERICOS,"Este medicamento é destinado ao tratamento de micoses tópicas (infecções na pele causadas por fungos). O ciclopirox olamina é um produto antimicótico com especificidade de ação comprovada contra tínea pedis, tínea corporis, tínea cruris, tínea vesicolor, candidíase cutânea e dermatite seborreica. PARA MAIS INFORMAÇÕES CONTINUE LENDO A BULA.SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO. CICLOPIROX OLAMINA SOLUÇÃO TÓPICA 15ML - LEGRAND - GENÉRICO É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO E O FARMACÊUTICO. LEIA A BULA.",33.65,20.92,38.0%,Santo Remedio,Sudeste,Sao Paulo
Tamisa 30 Sem Parar 84Drageas,7891317009755,EUROFARMA LABORATÓRIOS S.A,,119.16,98.89,17.0%,Santo Remedio,Sudeste,Sao Paulo
Cloridrato de Bupropiona 150mg 30 Comprimidos EMS,7896004732626,EMS GENÉRICO,,131.62,47.71,64.0%,Santo Remedio,Sudeste,Sao Paulo
Bicalutamida 50mg 30 Comprimidos Eurofarma,7891317482541,EUROFARMA - GEN,Câncer de próstata metastático: Tratamento de câncer de próstata avançado em combinação com análogos do hormônio liberador do hormônio luteinizante (LHRH) ou castração cirúrgica (remoção cirúrgica dos testículos). Tratamento de câncer de próstata metastático em pacientes para os quais a castração cirúrgica (remoção cirúrgica dos testículos) ou medicamentosa (bloqueio dos testículos com uso de medicamento) não está indicada ou não é aceitável. Câncer de próstata não metastático: Tratamento de câncer de próstata não metastático localmente avançado em pacientes para os quais o tratamento hormonal imediato é indicado.,1074.12,619.66,42.0%,Santo Remedio,Sudeste,Sao Paulo
Sedavan Xarope Adulto 100ml,7898040329952,DIVCON FARMA,"Sedavan é um expectorante mucolítico que favorece a eliminação das secreções pulmonares e alivia a irritação na garganta.Seu efeito inicia-se logo nos primeiros dias de tratamento, promovendo a desobstrução dos brônquios, fluidificando e facilitando a expectoração do catarro das vias respiratórias e aliviando a tosse.Sedavan favorece a expectoração, ou seja, ajuda na eliminação do catarro das vias respiratórias, alivia a tosse, desobstrui os brônquios e, devido ao leve efeito anestésico local, alivia a irritação da garganta associada à tosse com catarro. O início de ação ocorre em até 2 horas após o uso.",38.42,33.51,13.0%,Santo Remedio,Sudeste,Sao Paulo
Prelone 5Mg 10Comprimidos,7896658011580,ACHE,,10.18,10.18,,Santo Remedio,Sudeste,Sao Paulo
GESICO 50MG 10CAPS,7891317009069,EUROFARMA LABORATÓRIOS S.A,,51.18,43.54,15.0%,Santo Remedio,Sudeste,Sao Paulo
Plenance 20Mg 30Comprimidos,7896094206137,LIBBS,,156.8,156.8,,Santo Remedio,Sudeste,Sao Paulo
"Dalyne 3Mg+0,03Mg 21Comprimidos",7894916508988,SIGMA PHARMA,"SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO.",70.06,61.14,13.0%,Santo Remedio,Sudeste,Sao Paulo
Ezetimiba 10mg 30 Comprimidos Neo Química,7896714273730,NEO QUIMICA - GENERICOS,"A ezetimiba age ao reduzir a absorção do colesterol no intestino delgado, enquanto outros hipolipemiantes como as estatinas e o fenofibrato diminuem o colesterol de maneira diferente; eles agem no fígado. Portanto, ezetimiba aumenta o efeito redutor do colesterol das vastatinas e do fenofibrato. 

Para que serve: A ezetimiba é indicada para reduzir a quantidade de colesterol e de triglicérides no seu sangue.EZETIMIBA 10MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA.VENDA SOB PRESCRIÇÃO MÉDICA. MEDICAMENTO GENÉRICO – LEI N.º 9.787/99.",89.36,25.73,71.0%,Santo Remedio,Sudeste,Sao Paulo
Pant 50Mg/Ml 50Ml,7896658026904,ACHE,"SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO.",74.78,68.5,8.0%,Santo Remedio,Sudeste,Sao Paulo
Fluviral Noite 20Comprimidos,7896094916845,HYPERMARCAS-DM,"O que é: Fluviral Noite é uma associação cujo componente básico é o paracetamol, que age aliviando a dor e a febre decorrentes dos quadros infecciosos das vias aéreas superiores.

Para que serve: Fluviral Noite é indicado para o tratamento dos sintomas das gripes e resfriados, como dor, febre, congestão nasal e coriza.

Modo de usar: Uma dose é composta de 2 comprimidos (1 amarelo + 1 laranja). Adultos e crianças acima de 12 anos: tomar 2 comprimidos (1 amarelo + 1 laranja) a cada 8 horas, com um copo de água. Quando usar Fluviral Noite, sempre respeitar o intervalo mínimo de 8 horas entre as doses. Não exceder 4 doses em 24 horas.

SE PERSISTITEM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO. NÃO USE JUNTO COM OUTROS MEDICAMENTOS QUE CONTENHAM PARACETAMOL, COM ÁLCOOL, OU EM CASO DE DOENÇA GRAVE DO FÍGADO. NÃO USE ESTE MEDICAMENTO EM CASO DE DOENÇAS DO CORAÇÃO, PRESSÃO ALTA E GLAUCOMA.",40.59,30.73,24.0%,Santo Remedio,Sudeste,Sao Paulo
"Cabergolina 0,5mg 2 Comprimidos Eurofarma",7891317005757,EUROFARMA - GEN,,95.48,54.36,43.0%,Santo Remedio,Sudeste,Sao Paulo
"Maxinon Pomada Oftalmica 3,5G",7896006290483,GENON,,34.11,29.8,13.0%,Santo Remedio,Sudeste,Sao Paulo
Cod Par 30Mg 12Comprimidos,7899420506918,SUPERA FARMA LABORATÓRIOS S.A,,32.27,27.81,14.0%,Santo Remedio,Sudeste,Sao Paulo
Ibuprofeno 50mg Gotas 30ml Medley,7896422519793,MEDLEY - GEN,"O Ibuprofeno é um medicamento indicado para redução da febre e para o alívio de dores, tais como: dores decorrentes de gripes e resfriados, dor de garganta, dor de cabeça, dor de dente, dor nas costas, cólicas menstruais e dores musculares.",16.94,16.38,3.0%,Santo Remedio,Sudeste,Sao Paulo
