,Produto,EAN,Marca,Descrição,Preço sem desconto,Preço com desconto,% de desconto,Farmácia,Região,Cidade,Unnamed: 0
3451,Aparelho de Barbear Gillette Fusion Proshield 1 Unidade,7702018382323.0,GILLETTE,"Deseja o barbear mais avançado da Gillette? Gillette Fusion Proshield oferece lubrificação antes e depois das lâminas para o proteger
enquanto se barbeia. Além disso, a tecnologia Flexball se adapta aos contornos dos rostos para um barbear mais completo.",43.79,43.79,0,Drogaria Globo,Sudeste,São Paulo,597.0
3452,"Travamed MT Solução Oftálmica 2,5ml",7896004767642.0,TRAVAMED,,135.8,113.39,17,Drogaria Globo,Sudeste,São Paulo,598.0
3453,Complemento Alimentar Infantil Sustagen Kids Sabor Baunilha 380g,7898941911058.0,SUSTAGEN,"O Sustagen Kids é um complemento alimentar desenvolvido especialmente para crianças de 2 a 6 anos. Contém 27 vitaminas e minerais que ajudam a manter a nutrição de crianças que não se alimentam bem. Um copo de leite com Sustagen Kids oferece o total de ferro, zinco e vitamina C que uma criança precisa diariamente.",28.79,28.79,0,Drogaria Globo,Sudeste,São Paulo,599.0
3454,Hidrotônico I9 Powerade Sabor Limão 500ml,7894900113563.0,POWERADE,"Ideal para você que está sempre se exercitando e necessita de uma hidratação rápida e eficaz, o Hidrotônico I9 Powerade é perfeito para o resultado que procura, ele é composto por sais minerias e carboidratos e pouca quantidade de sódio, que vão ajuda-lo a estar sempre saudável e com mais energia para a prática diária de seus exercícios.",5.99,5.99,0,Drogaria Globo,Sudeste,São Paulo,600.0
3455,Mega Day Sênior 60 Drágeas,7897947610460.0,MEGA DAY,"Mega Day complementa sua alimentação, fortalecendo seu corpo e sua imunidade com vitaminas.",52.99,52.99,0,Drogaria Globo,Sudeste,São Paulo,601.0
3456,Protetor Solar La Roche Posay Anthelios Ultra Cover Cor 4.0 FPS 60 30g,7899706185868.0,LA ROCHE POSAY,"Anthelios Ultra Cover de La Roche Posay é o 1º protetor solar com performance de maquiagem que oferece alta proteção e 12h de cobertura de base em uma única camada.  Sua fórmula desenvolvida no Brasil conta com uma tecnologia revolucionária de pigmentos que mimetizam o reflexo de luz natural da pele, promovendo alta cobertura, com uma textura leve que não craquela e um acabamento de pele natural.  Além disso, a tecnologia inovadora por trás dos pigmentos faz com que a cobertura tenha maior durabilidade e um sensorial super agradável.",85.99,85.99,0,Drogaria Globo,Sudeste,São Paulo,602.0
3457,Fenergan 25mg 20 Comprimidos,7896070600447.0,FENERGAN,"Indicado nos sintomas das reações anafiláticas (reação rápida e progressiva a uma substância) e reações alérgicas. Graças à sua atividade antiemética (proporciona alívio de náuseas e vômitos) é utilizado também na prevenção de vômitos do pós-operatório e dos enjoos de viagens. Pode ser utilizado, ainda, na pré-anestesia e na potencialização de analgésicos, devido à sua ação sedativa (calmante).",18.56,14.39,22,Drogaria Globo,Sudeste,São Paulo,603.0
3458,Difusor Granado Terrapeutics Lavanda 250ml,7896512920546.0,GRANADO,,123.59,123.59,0,Drogaria Globo,Sudeste,São Paulo,604.0
3459,Escova Dental Colgate Classic Clean Leve 3 Pague 2,7891024026434.0,COLGATE,A Escova de dente Colgate� Classic Clean garante uma higienização profunda e completa.,9.99,9.99,0,Drogaria Globo,Sudeste,São Paulo,605.0
3460,Creme Dental Prevent Anti Placa 90g,7891528038704.0,PREVENT,Pasta de dente Prevent Antiplaca possui ação antibacteriana que proporciona proteção e higiene para os dentes.,16.19,16.19,0,Drogaria Globo,Sudeste,São Paulo,606.0
3461,Propzinco Spray Mel 30ml,7897732606777.0,PROPZINCO,"Auxilia no funcionamento do sistema imune, antioxidante que auxilia na proteção dos danos causados por radicais livres e auxilia na visão e na manutenção dos ossos.",7.99,7.99,0,Drogaria Globo,Sudeste,São Paulo,607.0
3462,Agua Mineral Indaia com Gás 330ml,7896445412910.0,INDAIA,,,,0,Drogaria Globo,Sudeste,São Paulo,608.0
3463,Sorine Jet Baby 0.9% 100ml,7896658035944.0,SORINE,Sorine Jet Baby é indicado como fluidificante e descongestionante nasal.,40.3,36.73,9,Drogaria Globo,Sudeste,São Paulo,609.0
3464,Repelente Bebê Granado Pele Sensível 110ml,7896512936028.0,GRANADO,"Repelente Longa Duração Granado Bebê Peles Sensíveis foi desenvolvido especialmente para atender às necessidades das peles mais sensíveis. Sua fórmula em loção ultrafluida proporciona maior aderência a` pele, espalha com mais facilidade e deixando a pele macia e sedosa.",42.69,34.99,18,Drogaria Globo,Sudeste,São Paulo,610.0
3465,Fralda Pampers Ajuste Total Noturna Tamanho G com 30unidades,7500435184380.0,PAMPERS,Fralda tipo calça com ajuste 360 e absorção reforçada para manter a pele sequinha a noite toda* *Pode variar de acordo com os hábitos e características do bebê,68.39,68.39,0,Drogaria Globo,Sudeste,São Paulo,611.0
3466,Preservativo Prudence Sensações Texturizado Retardante 6 Unidades,7898079000563.0,PRUDENCE,"Para momentos de prazer, conte com a proteção e sensibilidade que só um preservativo Prudence tem. Lubrificado, liso, e sem odor de borracha, o Prudence ainda é mais fino que os demais, proporcionando a mesma segurança para o sexo.Os preservativos da Prudence são triplamente testados antes de chegarem até você. Tudo para que o seu momento seja seguro e inesquecível.",15.69,15.69,0,Drogaria Globo,Sudeste,São Paulo,612.0
3467,Chupeta Kuka Decorada Neon N 2 Cor Rosa,7896000622679.0,NÃO DEFINIDO,"Tudo o que seu bebê precisa. Esta chupeta vai ajudar a seu neném quando os seus dentinhos estiverem nascendo, diminuindo o incomodo nas gengivas.",14.69,14.69,0,Drogaria Globo,Sudeste,São Paulo,613.0
3468,Kit Shampoo Tresemmé Blindagem Antifrizz 350ml + Condicionador Blindagem Antifrizz 175ml,7891150094505.0,TRESEMME,Kit Shampoo Tresemmé Blindagem Antifrizz 350ml + Condicionador Blindagem Antifrizz 175ml,22.99,22.99,0,Drogaria Globo,Sudeste,São Paulo,614.0
3469,Espuma de Barbear Gillette Foamy Sensitive 175g,7702018013326.0,GILLETTE,"A espuma de barbear Foamy Peles Sensíveis da Gillette é a espuma para peles sensíveis da linha mais tradicional da Gillette. Forma uma espuma densa e rica em nutrientes que diminuem a irritação da pele. Usada por várias gerações de homens, a espuma Foamy Peles Sensíveis foi melhorada com a tecnologia Comfort Proglide da Gillette para proporcionar um barbear com ainda menos irritação.",23.29,23.29,0,Drogaria Globo,Sudeste,São Paulo,615.0
3470,"Spiriva 2,5mcg Solução para Inalação Oral com 60 doses",7896026302999.0,SPIRIVA,Spiriva Respimat é indicado para o tratamento de manutenção de pacientes com Doença Pulmonar Obstrutiva Crônica (DPOC).,483.5,444.82,8,Drogaria Globo,Sudeste,São Paulo,616.0
3471,Protetor Solar Australian Gold Spray Gel FPS30 237ml,7891033718665.0,AUSTRALIAN GOLD,"O Australian Gold é um protetor solar com FPS30. Contém insta bronzer que além de proteger a pele contra os danos dos sol, ajuda a conquistar uma cor bronzeada sem causar vermelhidão.",67.29,67.29,0,Drogaria Globo,Sudeste,São Paulo,617.0
3472,Base Líquida Vult Nano HD Cor V190 26ml,7899852019048.0,VULT,"Base líquida com acabamento matte. Vult Nano HD promove uma cobertura inteligente, é a prova d'água e nem parece que está de maquiagem!    A Base Vult Nano HD conta com o efeito blur e garante controle de oleosidade ao longo do dia. Com alta cobertura e 8 horas de duração, também protege a pele contra a luz azul. Sua pele radiante e bem cuidada!",31.49,31.49,0,Drogaria Globo,Sudeste,São Paulo,618.0
3473,Caneta Para Aplicação de Insulina Allstar Roxo Mauve,7891058020149.0,CANETA ALLSTAR,Caneta para Aplicação de Insulina AllStar ? Sanofi (compatível com as insulinas Lantus e Apidra refil).,97.99,97.99,0,Drogaria Globo,Sudeste,São Paulo,619.0
3474,Neolefrin 20 Comprimidos,7896714265933.0,NEOLEFRIN,"Tratamento dos sintomas das gripes e resfriados, como dor, febre, congestão nasal e coriza.",17.99,10.07,44,Drogaria Globo,Sudeste,São Paulo,620.0
3475,Naridrin 15ml,7896004803456.0,NARIDRIN,"Naridrin é indicado como vasoconstritor destinado ao tratamento da congestão nasal de origem alérgica ou inflamatória, nas rinites e rinofaringites. Também indicado para o tratamento auxiliar da congestão nasal provocada por gripes e resfriados.",22.86,11.51,50,Drogaria Globo,Sudeste,São Paulo,621.0
3476,Estomazil Pó Efervescente Sabor Guaraná 5g,7896094907348.0,ESTOMAZIL,"Este medicamento é indicado como antiácido, para o tratamento da azia (acidez e queimação estomacal), dispepsia (sintomas de má digestão) e mal-estar.",3.19,3.19,0,Drogaria Globo,Sudeste,São Paulo,622.0
3477,Esmalte Impala Ju Paes Cremoso Pode Chegar,7896111996966.0,IMPALA,"Com 8 cores cremosas de longa duração, alta cobertura e secagem rápida, a nova coleção da Impala Ju Paes Nosso Jeitinho chegou com tudo para a estação mais aguardada do ano? o verão! Composta por esmaltes de nuances vibrantes, intensas, super alegres, a coleção Nosso Jeitinho é representada por ninguém menos que a atriz Juliana Paes que expressa essa energia surreal do nosso jeitinho brasiliana de ser. Todas as tonalidades foram desenvolvidas com fórmula vegana, hipoalergênica, alto brilho, durabilidade e livres de testes em animais. Os esmaltes contêm pincel flat para uma melhor aplicação de suas cores favoritas. Para os momentos de alegria e curtição e dentro do que é tendência na estação, que promete looks repletos de cores saturadas e vibrantes, tanto em produções monocromáticas quanto em incríveis combinações.",4.99,4.99,0,Drogaria Globo,Sudeste,São Paulo,623.0
3478,Loção Hidratante Dove Baby Hidratação Enriquecida 200ml,7891150026001.0,DOVE BABY,"- 24h de hidratação profunda.
- Hipoalergênico.
- pH neutro.",26.99,26.99,0,Drogaria Globo,Sudeste,São Paulo,624.0
3479,Suavie Sabonete Líquido 140ml,3282770144437.0,SUAVIE,"Darrow Suavié Sabonete Líquido é o gel de limpeza Nº1 em prescrição dermatológica para pele sensível ou sensibilizada. Sua nova fórmula realiza uma limpeza facial suave, hidrata e acalma a pele. O gel de limpeza de Suavié conta com os ativos Alfabisabolol, que possui uma ação cicatrizante, calmante e anti-inflamatória, além de Extrato de Aloe Vera que hidrata e acelera o processo de regeneração da pele. O Suavié Sabonete Líquido é hipoalergênico, PH neutro e 0% álcool, 0% de sabão, sem corantes e sem parabenos. Produto não testado em animais.
Indicação:
Peles Sensíveis e Sensibilizadas",62.99,62.99,0,Drogaria Globo,Sudeste,São Paulo,625.0
3480,Protetor Solar La ROChe-Posay Anthelios Airlicium Gel Creme Pele Morena FPS 70 50g,7899706138918.0,LA ROCHE POSAY,,91.69,91.69,0,Drogaria Globo,Sudeste,São Paulo,626.0
3481,Creme para Pentear Seda Boom Definição Super Hidratação 1kg,7891150091788.0,SEDA,Creme para Pentear Seda Boom Definição Super Hidratação 1kg,26.79,26.79,0,Drogaria Globo,Sudeste,São Paulo,627.0
3482,Sabonete em Barra Granado Coco 100g,7896512900050.0,GRANADO,"O Sabonete Granado Coco com base vegetal de uso diário. Fórmula com ação adstringente rica em óleo de coco, limpa profundamente a pele controlando a oleosidade.",7.19,7.19,0,Drogaria Globo,Sudeste,São Paulo,628.0
3483,Esmalte Risqué Base Fortalecedora Óleo Orquídea 8ml,7891182023139.0,RISQUE,"A base fortalecedora Technology cuida das unhas frágeis e quebradiças. Seu uso contínuo, ajuda no fortalecimento e reparação das unhas, deixando-as mais saudáveis e bonitas. A base cria uma camada que protege as unhas de agentes externos. Uma base que além de deixar sunhas unhas bonitas, ainda trata deixando-as mais fortes.",6.99,6.99,0,Drogaria Globo,Sudeste,São Paulo,629.0
3484,Rosuvastatina Cálcica 10mg Genérico Biosintetica 30 Comprimidos,7896181920502.0,BIOSINTETICA - GENERICO,"Para reduzir altos níveis de substâncias gordurosas no sangue, chamadas lipídios (principalmente colesterol e triglicérides), deve ser usada como adjuvante à dieta quando a resposta à dieta e aos exercícios é inadequada.",127.18,19.42,85,Drogaria Globo,Sudeste,São Paulo,630.0
3485,Unhas Ricca Autoadesivadas Rosa Magia,7897517919856.0,RICCA,"Unhas Postiças Autoadesivas com certeza irão dar um toque mais que especial na hora de colocar o seu melhor look e arrasar com unhas diferenciadas e lindas. Transformando o dia a dia das mulheres marcantes, inteligentes e sedutoras, as unhas são fáceis de ser aplicadas e removidas, são autocolantes e não danificam as naturais.",23.39,23.39,0,Drogaria Globo,Sudeste,São Paulo,631.0
3486,Protetor Solar Neostrata Minesol Corpo Rosto Fps 99 120Ml,7891010248123.0,NEOSTRATA MINESOL,"Neostrata Minesol Corpo & Rosto Fluido Hidratante Antioxidante FPS 99 120ml é um protetor solar facial e corporal que oferece ação antioxidante, rápida absorção e alta resistência à água e ao suor. Fluído hidratante com toque seco, fácil de espalhar e hidratação por 8 horas sem deixar a pele pegajosa.",155.49,155.49,0,Drogaria Globo,Sudeste,São Paulo,632.0
3487,Body Splash Giovanna Baby Desodorante Corporal Classic 260ml,7896044997177.0,GIOVANNA BABY,"Criação composta pelo Óleo Essencial de Lavanda, em uma combinação harmoniosa com ricas notas florais, além do sândalo e musk. A fragrância Classic traz emoção e alegria ao lembrar-nos de momentos felizes que já vivemos.",30.59,30.59,0,Drogaria Globo,Sudeste,São Paulo,633.0
3488,Fralda Topz Baby Branca 5 Unidades,7891800618709.0,TOPZ,"A Fralda Básica Topz Baby é a linha com menor tamanho da Cremer, no formato 65x65cm. Muito macia e absorvente. Confeccionada com tecido duplo de fibras 100% algodão, podendo ser utilizada em diversas formas.Mo...",11.19,11.19,0,Drogaria Globo,Sudeste,São Paulo,634.0
3489,Oligovit Up 60 Cápsulas,7897460401378.0,OLIGOVIT,"O Oligovit Up possui vitaminas e minerais que fazem parte de várias reações metabólicas que são importantes para a manutenção de funcionamento do organismo, quando é realizado dietas inadequadas que causam deficiências vitamínicas ou minerais, é preciso tomar o Oligovit Up.",85.3,81.04,5,Drogaria Globo,Sudeste,São Paulo,635.0
3490,Creme Dental Sensodyne Original 50g,7896009400049.0,SENSODYNE,"O creme dental Sensodyne Original é um creme dental de uso diário, com uma fórmula de nitráto de potássio e flúor, diminui a atividade dos nervos sensoriais, aliviando a dor da sensibilidade.",11.99,11.99,0,Drogaria Globo,Sudeste,São Paulo,636.0
3491,Creme Dental Natural Cúrcuma 80g,7896246000392.0,SUAVETEX,,16.99,16.99,0,Drogaria Globo,Sudeste,São Paulo,637.0
3492,Fórmula Infantil Neocate LCP 400g,5016533657838.0,NEOCATE,NEOCATE LCP É UMA FÓRMULA INFANTIL PARA LACTENTES E DE SEGUIMENTO PARA LACTENTES E CRIANÇAS DE PRIMEIRA INFÂNCIA DESTINADO A NECESSIDADES DIETOTERAPICAS ESPECIFICAS COM RESTRIÇÃO DE LACTOSE E À BASE DE AMINOÁCIDOS LIVRES,290.39,290.39,0,Drogaria Globo,Sudeste,São Paulo,638.0
3493,Esmalte Clotrimix Fortalecedor de Unhas 7ml,7898414852604.0,DIVCOM PHARMA,"Clotrimix, na forma creme, é um medicamento para o tratamento de micoses da pele. O clotrimazol, substância ativa do Clotrimix creme, penetra nas camadas afetadas e ataca os fungos no local. Como resultado, os fungos morrem ou seu crescimento é inibido.",47.19,47.19,0,Drogaria Globo,Sudeste,São Paulo,639.0
3494,Gel Creme Isdin Nutradeica Facial 50ml,8429420093683.0,ISDIN,"O Nutradeica Gel Creme Facial combate o ciclo inflamatório e os da pele reativa, restaura a barreira cutânea e reforça a defesa natural da pele graças à L-isoleucina reforça a defesa natural da pele. Fórmula com ingredientes matificantes. Textura leve de rápida absorção. Uso adulto e infantil.",117.19,117.19,0,Drogaria Globo,Sudeste,São Paulo,640.0
3495,Sabonete Líquido Rexona Antibacterial Limpeza Profunda 500ml,7891150084186.0,REXONA,O Sabonete Líquido Para Mãos Limpeza Profunda foi especialmente desenvolvido para higienizar suas mãos e mantê-las limpas e livres de germes.,19.99,19.99,0,Drogaria Globo,Sudeste,São Paulo,641.0
3496,CREATINA MONOHIDRATADA PROBIOTICA 300G,7896438200906.0,PROBIOTICA,CREATINA MONOHIDRATADA PROBIOTICA 300G,169.99,169.99,0,Drogaria Globo,Sudeste,São Paulo,642.0
3497,Mamadeira Chicco Perfect 5 Fluxo Inicial 0m+ Azul 150ml,8058664135714.0,CHICCO,,35.49,35.49,0,Drogaria Globo,Sudeste,São Paulo,643.0
3498,Porta Chupeta Kuka Branco,7896000661067.0,KUKA BABY,"O porta chupeta kuka foi desenvolvido para guardar a chupeta do bebê, é higiênico, atóxico e protege a chupeta das impurezas, possui uma alça que facilita o transporte e pode ser utilizado por qualquer modelo de chupeta kuka.",16.99,16.99,0,Drogaria Globo,Sudeste,São Paulo,644.0
3499,Epocler Sabor Abacaxi Flaconete 10ml,7896094903289.0,EPOCLER,EPOCLER� age principalmente sobre o fígado evitando o acúmulo de gordura nesse órgão e auxiliando na remoção de restos metabólicos e outras toxinas. Previne a infiltração (entrada) de gordura no fígado. Início de ação: cerca de 1 hora após a ingestão.,3.99,3.99,0,Drogaria Globo,Sudeste,São Paulo,645.0
