,Produto,EAN,Marca,Descrição
3333,Analgésico Dorflex Uno Enxaqueca 1g 10 Comprimidos Efervescentes,7891058022792,SANOFI - CHC,
3334,Neocopan Composto 250Mg/10MGg 20 Comprimidos Revestidos,7896006217459,UNIAO QUIMICA SIMILA,
3335,Sinvastatina 40 Mg 30 Comprimidos Sandoz Genérico,7897595609892,SANDOZ,
3336,Aidê Suplemento De Vitamina D Eurofarma,7891317144142,EUROFARMA,
3337,Stilgrip 1 Envelope Kley Hertz,7896331701029,HERTZ,Stilgrip Mel e Limão Kley Hertz Envelope 5g
3338,Florax Hydra Frasco Pet Com 500Ml Sb Natural,7896685303825,HEBRON,
3339,Ogestan Plus Besins Healthcare 90 Capsulas,7898948648490,BESINS HEALTHCARE,
3340,Humalog 100Ui Ml Lilly Caixa 10Ml,7896382700750,ELI LILY,
3341,Risedross 35Mg Ems Caixa 4 Comprimidos Revestidos,7894916505178,EMS PRESCRICAO,
3342,Cloridrato De Metformina 850Mg 30 Comprimidos,7896112126485,TEUTO BRAS,
3343,Levoid 100Mcg AchêCaixa 30 Comprimidos,7896658008825,ACHE,
3344,Sal de Fruta ENO Limão Antiácido para Azia e Má Digestão com 2 sachês de 5g cada,7896015518479,GLAXO OTC,Sal de Fruta Eno Limão GSK Envelope 10g 2 Unidades 5g Cada Pó Efervescente
3345,ALOFF XPE 60ML,7891317013912,MOMENTA FARMACEUTICA,
3346,Pyridium 18 Comprimidos 200Mg,7892953001387,ZODIAC,Pyridium 200mg Zodiac Caixa 18 Drágeas
3347,Aradois 50Mg Biolab Caixa 30 Comprimidos Revestidos,7896112486787,BIOLAB SANUS,
3348,Tylenol 4 Comprimidos Revestidos 750Mg,7891010986506,JANSSEN-CILAG,Tylenol 750mg Janssen 4 Comprimidos
3349,Loratadina Xarope Pediátrico 100Ml Genérico Cimed,7896523207704,CIMED,
3350,Clenil Hfa Spray 250Mcg Chiesi 200 Doses,7896672202902,CHIESI,
3351,Betalor Anlodipino Besilato 5Mg Atenolol 50Mg AchêCaixa 30 Cápsulas,7896181909101,BIOSINTETICA,
3352,Maleato De Enalapril 10Mg 30 Comprimidos Genérico Cimed,7896523210759,CIMED,
3353,Captopril 25Mg 30 Comprimidos Genérico Cimed,7896523209845,CIMED,
3354,Omeprazol 20Mg Teuto Caixa 56 Cápsulas,7896112181729,TEUTO BRAS,Omeprazol 20mg Teuto Caixa 56 Cápsulas Duras
3355,Gelo Bio Aerossol 150Ml União Química,7896006291749,UNIAO QUIMICA SIMILA,Gelo-Bio União Química Frasco 150ml
3356,Solaquin 40Mg G Valeant Caixa 30G,7898168006421,MEDQUIMICA,
3357,Androsten Uno 280Mg Herbarium Caixa 15 Comprimidos Revestidos,7896083410323,HERBARIUM,Androsten Uno 280mg Herbarium Caixa 15 Comprimidos Revestidos
3358,Florastor 12 Cápsulas União Química,7896006213161,UNIAO QUIMICA SIMILA,
3359,Ferrovitan Com Colina Eurofarma 60Ml,7891317003081,EUROFARMA,
3360,Clopin Duo 75 100Mg Caixa 30 Comp,7896658032431,ACHE,
3361,Desalex 5 Mg 30 Comprimidos Mantecorp,7897337713467,SUPERA FARMA,
3362,Sustrate 10Mg Fqm Caixa 50 Comprimidos,7898040323141,FQM,
3363,Paracetamol 750 Mg 10 Comprimidos Cimed Genérico,7896523209449,CIMED,
3364,Tratamento da candidíase Gino-Canesten Creme Vaginal - 3 dias,7891106003230,BAYER OTC,"Bepantol Baby - Proteção para a Pele do BebêBepantol BabyBepantol Baby é a escolha certa para proteger a pele delicada do seu bebê. Com a pomada Bepantol Baby 120g antiassaduras e com fórmula hipoalergênica, você terá um aliado na prevenção de irritações na pele do bebê. Sua fórmula única, contendo lanolina e pró-vitamina B5, forma uma barreira protetora transparente que ajuda a prevenir o surgimento de assaduras.Além disso, diferente de outras pomadas, Bepantol Baby 120g é livre de conservantes, perfumes, corantes e parabenos, garantindo uma proteção ainda mais suave e delicada para a pele sensível do seu bebê. Além de poder ser usado em crianças, pode também ser usado em recém-nascidos e prematuros. Bepantol Baby antiassaduras, rende até 520 trocas de fralda."
3365,Nevralgex Cimed 10 Comprimidos,7896523207360,CIMED,
3366,Xarope Celerg Legrand Caixa 120Ml Copo Medida,7896004706559,LEGRAND,
3367,Atenolol 25Mg Ems Caixa 30 Comprimidos,7896004705781,EMS GENERICO,
3368,Cloridrato De Metformina 500Mg Prati Donaduzzi Caixa 30 Comprimidos Revestidos,7898148291267,PRATTI-DONADUZZI,
3369,Cetoconazol 200Mg 30 Comprimidos Cimed,7896523210742,CIMED,
3370,Belpele Gel 3Mg G Fqm Caixa 30G,7898040322700,MELORA,
3371,Dersani Hidrogel 85G Gel,7898087340347,MEGALABS,
3372,Dorto 150Mg Caixa 1 Comp Rev,7891317002060,EUROFARMA,
3373,Topison 1Mg G Libbs Caixa 20G,7896094201767,LIBBS,
3374,Metildopa 250Mg Ems Caixa 30 Comprimidos Revestidos,7896004703480,EMS GENERICO,
3375,Dolamin 125Mg Fqm Caixa 16 Comprimidos Revestidos,7898040320768,FQM,
3376,Damater Ômega 30 Cápsulas,7898582381944,GEDEON,
3377,Arflex 200Mg Caixa 6 Cap Retrato,7898096577840,DIFFUCAP,
3378,Sulfato De Neomicina Bacitracina 15G Pomada Medley,7896422504454,MEDLEY GENERICO,
3379,Benicar Anlo Olmesartana Medoxomila 20Mg Anlodipino 5Mg Daiichi Sankyo Caixa 30 Comprimidos Revestidos,7897411611016,SANKYO,
3380,Paracetamol Cloridrato De Pseudoefedrina Ems Caixa 24 Comprimidos Revestidos,7896004722337,EMS GENERICO,
3381,Inicox Dp 15Mg Fqm Caixa 5 Comprimidos,7898040320652,FQM,
3382,Gel Bucal Infantil Gengi Baby 10G,7896112401926,BIOLAB SANUS,
3383,Florate 1Mg Ml Alcon Caixa 5Ml Suspensão Oftálmica,7896548198865,MUNDIPHARMA BRASIL,
3384,Adaptis 0 5 Legrand Caixa 10Ml Solução Oftálmica,7896004769356,OFTA VISION,
3385,PANT 50MG SOL CAP 50ML 3UND + VAL SPRAY,7896658035340,ACHE,
3386,Cloridrato De Verapamil 80Mg Ems Caixa 30 Comprimidos Revestidos,7896004707310,EMS GENERICO,Cloridrato de Verapamil 80mg EMS Caixa 30 Comprimidos Revestidos
3387,Antiácido Gastrol Suspensão Oral 250Ml,7896622300450,HYPERMARCAS CH,
3388,Ciprofibrato 100Mg Neo Química Caixa 30 Comprimidos,7896714215976,NEO QUIMICA GENERICO,Ciprofibrato 100mg Neo Química Caixa 30 Comprimidos
3389,Vitamina Velus Magnésio Apsen 30 Comprimidos,7896637030823,APSEN,Velus Magnésio Apsen Caixa 30 Comprimidos
3390,Versa 20Mg 0 2Ml Eurofarma Caixa 2 Seringas Solução Injetável,7891317487294,EUROFARMA,"Versa 20mg/0,2ml Eurofarma Caixa 2 Seringas Pré-Enchidas com 0,2ml com Dispositivo de Segurança Solução Injetável"
3391,Captopril 25 Mg 30 Comprimidos Neo Química Genérico,7896714205687,NEO QUIMICA GENERICO,
3392,Xarope Celestamine Mantecorp Farmasa Caixa 120Ml Copo Dosador,7891142115614,HYPERMARCAS PP,
3393,NASOJET MARIS SPRAY 100ML,7899470805061,NATULAB,
3394,Monessa Biolab Caixa 30 Cápsulas,7898549757119,BIOLAB SANUS,Monessa Biolab Caixa 30 Cápsulas
3395,Suplemento Alimentar Culturelle Probiótico Saúde Digestiva 30 Cápsulas,7893454714813,CELLERA FARMA,"Culturelle® é o probiótico de uso diário número 1 do mundo1 e a marca de probiótico de maior confiança dos consumidores nos EUA2. Culturelle® contribui para sua saúde gastrointestinal e auxilia na manutenção e equilíbrio da flora intestinal. Não contém glúten, livre de lactose e de açúcar."
3396,Soyfemme 150Mg AchêCaixa 30 Cápsulas Gelatinosas,7896658006005,ACHE,
3397,Caldê Km Marjan Farma 30 Comprimidos Revestidos,7896226108735,MARJAN,Caldê KM Zero Açúcar Marjan Farma Caixa 30 Comprimidos Revestidos
3398,"PICOPREP 10MG+3,5G+12G 2SACHES",7896165600727,FERRING,"Picoprep Laranja Ferring Caixa 2 Unidades 16,1g Cada"
3399,Policalcio B12 Sus Oral Fr,7896360001039,DOVALLE,
3400,Teflan 20Mg Genom Caixa 10 Comprimidos Revestidos,7896006219095,GENOM,
3401,Buscoduo 510Mg Boehringer 20 Cápsulas Buscoduo 510Mg 20 Comprimidos Revestidos,7896094921412,HYPERMARCAS CH,
3402,Tandriflan Com 30 Comprimidos União Química,7896006234517,UNIAO QUIMICA SIMILA,
3403,Mirtax 10Mg AchêCaixa 30 Comprimidos Revestidos,7896658005985,ACHE,Mirtax 10mg Aché Caixa 30 Comprimidos Revestidos
3404,Pronazol 150 Mg 2 Cápsulas Diffucap Chemobras Similar,7898096577062,DIFFUCAP,
3405,Aglucose 100Mg Ems Caixa 30 Comprimidos,7894916503761,BRACE PHARMA,
3406,Benicar Hct 40Mg 25Mg Daiichi Sankyo Caixa 30 Comprimidos Revestidos,7897411610682,SANKYO,Benicar HCT 40mg/25mg Daiichi-Sankyo Caixa 30 Comprimidos Revestidos
3407,Cizax 5Mg Mantecorp Farmasa Caixa 30 Comprimidos,7891142128812,HYPERMARCAS PP,
3408,Conacort 20 Mg G 0 5 Mg G Creme Dermatológico Geolab Similar,7899095202733,GEOLAB,
3409,5 Mg Com Ct Bl Al Plas Amb X 60,7896112422235,BIOLAB SANUS,
3410,Condroflex 1 5G 1 2G Sabor Limão Com 30 Sachês,7892953000328,ZODIAC,Condroflex Zodiac Caixa 30 Sachês
3411,Bioflac 10 Mg Ml 5 Ampolas 1 5 Ml Supera Similar,7896676410389,SUPERA FARMA,
3412,Postec Apsen Caixa 20G,7896637025362,APSEN,
3413,Omnic Ocas 0 4Mg Astellas Caixa 30 Comprimidos,7899337000400,ASTELLAS FARMA,
3414,Ibuvix 600Mg Caixa 20 Comp,7899095244085,GEOLAB,
3415,Orlistate 120Mg Ems Caixa 42 Cápsulas,7896004737218,EMS GENERICO,Orlistate 120mg EMS Caixa 42 Cápsulas
3416,Mioflex A Mantecorp Farmasa Caixa 30 Comprimidos,7897322714479,HYPERMARCAS PP,
3417,Meritor Glimepirida 2Mg Cloridrato De Metformina 1000Mg AchêCaixa 30 Comprimidos Revestidos,7896658012402,ACHE,
3418,Genfibrozila 900 Mg 12 Comprimidos Ems Genérico,7896004709697,EMS GENERICO,
3419,Xarope Maleato De Dexclorfeniramina Betametasona Framboesa Ems Caixa 120Ml Copo Medida,7896004704623,EMS GENERICO,Xarope Maleato de Dexclorfeniramina + Betametasona Framboesa EMS Caixa 120ml + Copo Medida
3420,DOUTORSAN ADESIVO PEQUENO 04UND,27898108640528,SANFARMA,
3421,Triazol 150 Mg 2 Cápsulas Biolab Sanus Farmacêutica Similar,7896112493440,BIOLAB SANUS,
3422,Decongex Plus 20 Ml Aché,7896658001925,ACHE,Decongex Plus Aché Caixa 20ml Gotas
3423,Percoide 11Mg Ml Sol Fr Got 20Ml,7899640808700,MOMENTA FARMACEUTICA,
3424,Lipless 100Mg Biolab Caixa 60 Comprimidos,7896112416135,BIOLAB SANUS,
3425,Glibenclamida 5Mg 30 Comprimidos Genérico Cimed,7896523213989,CIMED,
3426,Atorvastatina Cálcica 40Mg Ems Caixa 30 Comprimidos Revestidos,7896004729442,EMS GENERICO,
3427,Fisioton 30 Comprimidos Revestidos,7896658015106,ACHE,
3428,Vasopril Plus Maleato De Enalapril 20Mg Hidroclorotiazida 12 5Mg Biolab Caixa 60 Comprimidos,7896112470311,BIOLAB SANUS,
3429,Asea Hct 40 12 5Mg Caixa 30 Comp Rev,7899420503276,SUPERA FARMA,
3430,Dprev 50000Ui Caixa 8 Comp Rev,7898430193026,MYRALIS PHARMA,
3431,Glibenclamida 5Mg Medley Caixa 30 Comprimidos,7896422522571,MEDLEY GENERICO,Glibenclamida 5mg Medley Caixa 30 Comprimidos
3432,Besilato De Anlodipino 5 Mg 20 Comprimidos Sandoz Genérico,7897595604699,SANDOZ,
3433,Leite De Magnésia Phillips Original Com 120Ml,78905016,ASPEN PHARMA,
3434,PLENANCE EZE 10MG+10MG 30 CAPS,7896094210059,LIBBS,
3435,Cilostazol 50Mg Eurofarma Caixa 30 Comprimidos,7891317435936,EUROFARMA GENERICO,Cilostazol 50mg Eurofarma Caixa 30 Comprimidos
3436,Suplemento Vitamínico Mineral Barivit Marjan 60 Comprimidos,7896226105192,MARJAN,Barivit Menta Zero Sódio Zero Açúcar Marjan Farma Caixa 60 Comprimidos Mastigáveis
3437,Acetilcisteína 600Mg 16 Envelopes Legrand Genérico,7894916142632,LEGRAND GENERICO,
3438,INILOK 40MG 60CPR,7896637031516,APSEN,
3439,Ezetimiba 10Mg Sinvastatina 10Mg Ems Caixa 30 Comprimidos,7896004747040,EMS GENERICO,
3440,MARESIS BABY SOL SPRAY 100ML,7898040325237,FQM,"Maresis 0,9% FQM Baby Caixa 100ml"
3441,PLENANCE EZE 20MG+10MG 30 CAPS,7896094210080,LIBBS,
3442,Cetoprofeno 150Mg Medley Caixa 10 Comprimidos Revestidos,7891058002961,MEDLEY GENERICO,
3443,Valerato De Betametasona 1 Mg G Creme Dermatológico Neo Química Genérico,7896714205861,NEO QUIMICA GENERICO,
3444,Paracetamol 750 Mg 20 Comprimidos Cimed Genérico,7896523209432,CIMED,
3445,Suplemento Vitamínico Imecap Hair 30 Cápsulas,7898414852734,DIVCOM,"Suplemento Mineral e Vitamínico com Cromo, Biotina, Piridoxina, Selênio e Zinco Imecap Hair Cabelos e Unhas FQM Caixa 30 Cápsulas"
3446,PANTOGAR MEN 30CAPS,7896112400332,BIOLAB SANUS,
3447,Ezetimiba 10Mg Althaia Caixa 30 Comprimidos,7898569762674,ALTHAIA EQUALIV,Ezetimiba 10mg Althaia Caixa 30 Comprimidos
3448,Naprix A Ramipril 2 5Mg Besilato De Anlodipino 5Mg Libbs Caixa 30 Cápsulas,7896094201385,LIBBS,
3449,Comprimidos Efervescentes Cebion Vitamina C sabor Laranja Sem Açúcar 10 Comprimidos,7891721104831,PROCTER&GAMBLE MED,Cebion 1g Laranja Zero Açúcar Merck Caixa 10 Comprimidos Efervescentes
3450,Glineon Polivitaminico Soluçao Oral 500Mg,7896360001077,DOVALLE,
3451,Dexilant 60Mg Takeda Caixa 30 Cápsulas,7896641809026,TAKEDA BYK,
3452,Drenison N Creme 30G Biolab,7896241270400,BIOLAB SANUS,Drenison N Creme 30g Biolab
3453,Flancox 500Mg Apsen Caixa 14 Comprimidos Revestidos,7896637023238,APSEN,
3454,Addera D3 7 000Ui Mantecorp Farmasa Caixa 10 Comprimidos Revestidos,7897322709475,HYPERMARCAS PP,
3455,Natazy Dha Cifarma 30 Cápsulas,7898495608145,CIFARMA,
3456,Suplemento Alimentar Targifor A-Z 60 Cápsulas,7891058021702,SANOFI - CHC,Óleo de Peixe com Vitaminas e Minerais Baunilha Pharmaton Complex Caixa 60 Cápsulas
3457,Ésio 20Mg Eurofarma Caixa 28 Comprimidos Revestidos,7891317123543,EUROFARMA,
3458,Sinvastatina 40Mg 30 Comprimidos Genérico Cimed,7896523215273,CIMED,
3459,Doss 7 000Ui Biolab Caixa 12 Cápsulas Gelatinosas,7896112400134,BIOLAB SANUS,
3460,Azox 20Mg Ml Eurofarma Caixa 100Ml Seringa Dosadora,7891317172749,EUROFARMA,
3461,Perosteo Km Eurofarma 30 Comprimidos,7891317002930,EUROFARMA,
3462,Lixiana 30Mg Daiichi Sankyo Caixa 30 Comprimidos Revestidos,7897411602182,SANKYO,
3463,Zincopro Marjan Farma 30 Cápsulas,7896226109237,MARJAN,
3464,Provance Sabor Morango 30 Comprimidos,7896658028182,ACHE,
3465,Plenance 5Mg Libbs Caixa 90 Comprimidos Revestidos,7896094210172,LIBBS,
3466,Vivace Bleu Com 30 Cápsulas,7898168001617,VALEANT,
3467,Luvis S Suplemento Vitamínico União Química 30 Cápsulas,7896006216803,GENOM,"Luvis S Luteína e Zeaxantina da Flor de Tagetes Erecta e Ômega 3 de Óleo de Peixe com Bilberry, Semente de Uva, Vitaminas e Minerais Zero Açúcar Genom Caixa 30 Cápsulas"
3468,Passiflora Tensart30 857Mg 30 Comprimidos Revestidos,7898430192692,MYRALIS PHARMA,
3469,Algestona Acet Enant 150 10Mg Cifarma,7908020502517,CIFARMA SIM / GEN,
3470,Camomilina C 20 Comprimidos,7897129300059,THERASKIN,
3471,Vitasay 50 Imune 30 Comprimidos,7896094918047,HYPERMARCAS CH,
3472,NEOVANGY MR 35MG 30CPR,7894916513302,EMS PRESCRICAO,
3473,Multivitamínico Pharmaton® Energy Foco & Energia com 30 cápsulas,7891058022624,SANOFI - CHC,
3474,Bienn 4Mg Com Orodisp Ct Str Al X 10,7893454714356,CELLERA FARMA,
3475,Gran D 22400Ui Caixa 1 Comp Rev,7896676432411,CRISTALIA,
3476,Luftal Simeticona 40mg - 20 Comprimidos,7896016801501,RECKITT BENCKISER,
3477,Aradois H Biolab Caixa 90 Comprimidos Revestidos,7896112427773,BIOLAB SANUS,
3478,Inelatte 800 Dkm Aché 30 Comprimidos,7896658034886,ACHE,
3479,Inpruv Dk 50 000Ui 100Mcg Caixa 4 Comp Rev,7896637030403,APSEN,
3480,Vitamina D Doss 1000Ui Biolab 10Ml,7896112401711,BIOLAB SANUS,
3481,INPRUV DK 7000UI+100MG 8CPR,7896637030311,APSEN,
3482,Rosucor 20Mg Caixa 100 Comp Rev,8902220108585,TORRENT,
3483,Florax Sm Sus Oral Caixa 10 Flac X 5Ml Ped Sb Framboesa,7896685303566,HEBRON,
3484,Minti 20Mg Ml Pó Sus Or Ct Fr Vd Amb X 45Ml Ser Dos,7891317015190,MOMENTA FARMACEUTICA,
3485,AGUA RABELO MENTA ZERO ACUCAR SPRAY 45ML,7898001381524,RABELO,
3486,DOUTORSAN ADESIVO GRANDE 02UND,17898108640521,SANFARMA,
3487,Trulicity 1 5Mg Sol Inj 2 Ser Preenc X 0 5Ml 2 Can Apl,7896382707742,ELI LILY,
3488,Ster Md 1 2 Mg Ml Genom Caixa 10Ml Suspensão Oftálmica,7896006290667,GENOM,
3489,Suplemento Alimentar Probid Lactobacillus Helveticus 5 Cápsulas,7896637032230,APSEN,
3490,Neurexan 50 Comprimidos,7898908753301,HERBARIUM,
3491,Percoide 20Mg Caixa 10 Comp,7891317014452,MOMENTA FARMACEUTICA,
3492,Ruva 5Mg Caixa 30 Comp Rev,7891317005801,EUROFARMA,
3493,Flebodia 600Mg Caixa 30 Comp Rev,3400970002146,GROSS,
3494,VALDA XPE ADULTO 100ML,7891137006477,VALDA,
3495,Varicell Phyto 500Mg 30 Cápsulas,7898040328535,DIVCOM,
3496,Cartigen Ii 30 Comprimidos 40Mg,7898414853212,FQM,
3497,Leite de Magnésia ENO Tradicional Antiácido e Laxante com 350ml,7896015591946,GLAXO OTC,Eno Leite de Magnésia 8% Tradicional GSK Frasco 350ml
3498,Cetoconazol 20Mg G Dipropionato De Betametasona 0 644Mg G Sulfato De Neomicina 2 5Mg G Pomada Ems Caixa 30G,7896004705590,EMS GENERICO,
3499,Vitamina D Addera Energia 1 000Ui 30 Comprimidos,7896094919280,HYPERMARCAS PP,
3500,Pariet 10 Mg 14 Comprimidos,7896212426928,CELLERA FARMA,
3501,Candoral 200 Mg 10 Comprimidos AchêSimilar,7896658001154,ACHE,
3502,EUGLUCON 5MG 30CPR,7896226502625,ROCHE,
3503,Carnabol Aché,7896658001178,ACHE,
3504,NAC 600MG 16ENVX5GR GRAN EMS,7896004753980,EMS PRESCRICAO,
3505,Dipirona Sádica 50 Mg Ml Xarope BiosintÉtica Genérico,7896181911036,BIOSINTETICA GENERIC,
3506,Drospirenona Etinilestradiol Althaia Caixa 24 Comprimidos Revestidos,7898945030427,ALTHAIA EQUALIV,Drospirenona + Etinilestradiol Althaia Caixa 24 Comprimidos Revestidos
3507,Duo Travatan Novartis Caixa 2 5Ml Solução Oftálmica,7896548198353,NOVARTIS,
3508,Dramin Env 10 Comp,7896641800559,TAKEDA BYK,
3509,Mesilato De Doxazosina 2Mg Ems Caixa 30 Comprimidos,7896004712499,EMS GENERICO,Mesilato de Doxazosina 2mg EMS Caixa 30 Comprimidos
3510,Anador 500Mg Boehringer 4 Comprimidos,7891058021603,SANOFI - CHC,Anador 500mg Sanofi Caixa 512 Comprimidos 128 Blísteres de 4 Comprimidos Cada
3511,Allegra D Sanofi Caixa 5 Comprimidos Revestidos,7891058002862,SANOFI - CHC,
3512,Flancox 300Mg Apsen Caixa 30 Comprimidos Revestidos,7896637023139,APSEN,Flancox 300mg Apsen Caixa 30 Comprimidos Revestidos
3513,Cebralat 50Mg Libbs Caixa 30 Comprimidos,7896094201422,LIBBS,Cebralat 50mg Libbs Caixa 30 Comprimidos
3514,Sirdalud 2Mg Novartis Caixa 30 Comprimidos,7896261010185,SANDOZ RX,
3515,IBUFRAN 400MG 10CPREO QUIM,7896714211190,NEO QUÍMICA,"Indicação: Tratamento de diversas dores de cabeça, incluindo enxaquecas"
3516,Relaflex 4 Comprimidos Kley hertz Similar,7896331701692,HERTZ,
3517,Acebrofilina 5Mg Xpe Fr Inf,7896714214115,NEO QUIMICA GENERICO,
3518,Neutrofer 250Mg 5Ml Ems Caixa 20 Flaconetes 5Ml Cada,7894916500289,EMS PRESCRICAO,
3519,Atenolol Clortalidona Medley Caixa 30 Comprimidos,7896422515641,MEDLEY GENERICO,
3520,Alopurinol 30 Comprimidos 300Mg,7897595602114,SANDOZ,Alopurinol 300mg Sandoz Caixa 30 Comprimidos
3521,Depura 7 000Ui Sanofi Caixa 8 Comprimidos Revestidos,7891058020095,SANOFI - CHC,Depura 7.000UI Sanofi Caixa 8 Comprimidos Revestidos
3522,Fluxocor 40Mg Medley Caixa 30 Comprimidos Revestidos,7896422500883,SANOFI - PRESCRIÇÃO,Fluxocor 40mg Medley Caixa 30 Comprimidos Revestidos
3523,Dorilax Aché 4 Comprimidos,7896658002236,ACHE,Dorilax Aché 4 Comprimidos
3524,Xarope Fenergan Sanofi Caixa 100Ml,7891058017446,SANOFI - PRESCRIÇÃO,
3525,Cataflam D 20 Comprimidos 50Mg,7896261000445,GLAXO OTC,
3526,Ossodrin D Fr 60 Cap,7898582270323,GALLIA,
3527,Pantelmin 500Mg 1 Comprimido,7896212429028,JANSSEN-CILAG,Pantelmin 500mg Janssen Caixa 1 Comprimido
3528,Tanisea 20Mg Ml AchêCaixa 45Ml,7896658032585,ACHE,
3529,Bromoprida Gotas 4Mg Ml Prati 20Ml,7898148298747,PRATTI-DONADUZZI,
3530,ENO Tabs Sabor Sortido Antiácido para Azia e Má Digestão com 8 pastilhas,7896015522261,GLAXO OTC,
3531,Profenid Xarope Pediátrico 150Ml,7891058003838,SANOFI - PRESCRIÇÃO,
3532,Flogoral Aché Limão 12 Pastilhas,7896658005435,ACHE,Flogoral 3mg Limão Aché Caixa 12 Pastilhas
3533,Esomex 40Mg Ems Caixa 14 Comprimidos Revestidos,7894916509244,EMS PRESCRICAO,
3534,Antigripal Fluviral Noite 20 Comprimidos,7896094916845,HYPERMARCAS CH,
3535,Actonel 150Mg Sanofi Caixa 1 Comprimido Revestido,7891058004217,THERAMEX,
3536,Fascia Sabor Abacaxi Biolab,7898549758413,BIOLAB SANUS,Fascia Abacaxi sem Glúten Zero Lactose Zero Açúcar Biolab Caixa 330g 30 Unidades 11g Cada
3537,Pantoprazol 20 Mg 14 Comprimidos BiosintÉtica Genérico,7896181918417,BIOSINTETICA GENERIC,
3538,Luftal Gel Caps Simeticona 125mg - 2 Cápsulas Gelatinosas,7891035990755,RECKITT BENCKISER,
3539,Xarope Benatux Menta Cifarma Caixa 120Ml Copo Dosador,7898495603812,CIFARMA SIM / GEN,
3540,Gastroliv 5G Sabor Abacaxi,7908020500384,CIFARMA SIM / GEN,
3541,Zarmine 25Mg Medley Caixa 30 Comprimidos Revestidos,5000456009317,SANOFI - PRESCRIÇÃO,
3542,Sedamed Cimed 20 Comprimidos,7896523209173,CIMED,
3543,Pantoprazol Sádico Sesqui Hidratado 40Mg Ems Caixa 28 Comprimidos Revestidos,7896004706009,EMS GENERICO,
3544,OSSOTRAT-D 60 CPS,7893454212012,CELLERA FARMA,
3545,Tapazol 10Mg Biolab Caixa 50 Comprimidos,7896241231630,BIOLAB SANUS,
3546,Benalet Framboesa 12 Pastilhas,7891268402001,PADRAO NT,
3547,Intestin 2 Mg 4 Comprimidos Globo Similar,7898060132655,GLOBO,
3548,Osteotec 150Mg Zodiac Caixa 2 Comprimidos Revestidos,7892953000199,ZODIAC,
3549,Hidroquinona Tretinoína Fluocinolona Acetonida 0 1 Mg G 40 Mg G 0 5 Mg G Creme Dermatológico Legrand Genérico,7894916145596,LEGRAND GENERICO,
3550,Xarope De Guaco Cimed Solução Oral 120Ml,7896523223186,CIMED,
3551,Aciclovir 50 Mg G Creme Dermatológico Neo Química Genérico,7896714265308,NEO QUIMICA GENERICO,
3552,Salonpas 4 Adesivos Transdérmicos Anti Inflamatórios,7896227800829,HISAMITSU,
3553,ALGY-FLANDERIL 600MG 20CPR,7898049796519,VITAMEDIC,
3554,Ciprofibrato 100Mg Eurofarma Caixa 30 Comprimidos,7891317025786,EUROFARMA GENERICO,Ciprofibrato 100mg Eurofarma Caixa 30 Comprimidos
3555,Glibenclamida 5Mg Prati Donaduzzi Caixa 30 Comprimidos,7898148297269,PRATTI-DONADUZZI,
3556,Hipertil 10 30Mg Caixa 28 Comp,7896672202667,CHIESI,
3557,Bimatoprosta 0 3Mg Ml Ems Caixa 3Ml Solução Oftálmica,7896004724690,EMS GENERICO,
3558,Xigduo Xr 10 500Mg Caixa 14 Comp Rev,7896016808142,ASTRAZENECA,Xigduo XR AstraZeneca Caixa 14 Comprimidos Revestidos de Liberação Prolongada
3559,Suplemento Nourkrin 30 Comprimidos,5707725301102,THERASKIN,Nourkrin With Marilex Eurofarma Caixa 30 Comprimidos
3560,Cordarex 10Mg BiosintÉtica Caixa 30 Comprimidos,7896181901808,ACHE,
