Produto,EAN,Marca,Descrição,Preço sem desconto,Preço com desconto,% de desconto,Farmacia,Região,Cidade
Suplemento Vitamínico Ofolato 90 Cápsulas,7896094917408,HYPERMARCAS PP,"Ofolato Mantecorp Farmasa Caixa 7,4g 90 Comprimidos",214.73,203.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Eximia Fortalize Com 30 Comprimidos,7898040322786,MELORA,,181.42,162.99,10.0%,Santo Remedio,Sudeste,Sao Paulo
Vitamina D Inpruv D 2000Ui 30 Comprimidos Mastigáveis,7896637032476,APSEN,,45.17,30.09,33.0%,Santo Remedio,Sudeste,Sao Paulo
Eliquis 2 5Mg Pfizer Caixa 20 Comprimidos Revestidos,7891268118070,PFIZER,"Eliquis 2,5mg Pfizer Caixa 20 Comprimidos Revestidos",124.78,108.56,13.0%,Santo Remedio,Sudeste,Sao Paulo
Diclof Potassico 50Mg 20 Comprimidos Genérico Cimed,7896523214092,CIMED,,14.49,10.49,28.0%,Santo Remedio,Sudeste,Sao Paulo
Angipress 25Mg BiosintÉtica Caixa 30 Comprimidos,7896181916222,ACHE,Angipress 25mg Biosintética Caixa 30 Comprimidos,22.2,22.2,,Santo Remedio,Sudeste,Sao Paulo
Vatis 150Mg Caixa 90 Comp Rev,7896094208940,LIBBS,,128.3,111.62,13.0%,Santo Remedio,Sudeste,Sao Paulo
Addera D3 7 000Ui Mantecorp Farmasa Caixa 4 Cápsulas,7897322709727,HYPERMARCAS PP,Addera D3 7.000UI Mantecorp Farmasa Caixa 4 Cápsulas Moles,22.49,22.49,,Santo Remedio,Sudeste,Sao Paulo
Atorvastatina Cálcica 10Mg Eurofarma Caixa 30 Comprimidos Revestidos,7891317489328,EUROFARMA GENERICO,Atorvastatina Cálcica 10mg Eurofarma Caixa 30 Comprimidos Revestidos,76.78,34.49,55.0%,Santo Remedio,Sudeste,Sao Paulo
Fágico 4Mg Ml Caixa 20Ml,7891317466824,SUPERA FARMA,,28.52,27.09,5.0%,Santo Remedio,Sudeste,Sao Paulo
Glibenclamida 5 Mg 30 Comprimidos Neo Química Genérico,7896714217093,NEO QUIMICA GENERICO,,4.38,3.99,9.0%,Santo Remedio,Sudeste,Sao Paulo
Corus 50Mg AchêCaixa 30 Comprimidos Revestidos,7896181920410,ACHE,,13.59,9.99,26.0%,Santo Remedio,Sudeste,Sao Paulo
Xarope Hedra Expec 7Mg Ml Cereja Legrand Caixa 100Ml Copo Medida,7896004780481,LEGRAND,Xarope Hedra Expec 7mg/ml Cereja Zero Açúcar Legrand Caixa 100ml + Copo Medida,60.66,21.99,64.0%,Santo Remedio,Sudeste,Sao Paulo
Sinvastatina 20 Mg 30 Comprimidos Sandoz Genérico,7897595609854,SANDOZ,,128.48,17.99,86.0%,Santo Remedio,Sudeste,Sao Paulo
Utrogestan 200Mg Besins Healthcare Caixa 42 Cápsulas,7898948648292,BESINS HEALTHCARE,Utrogestan 200mg Besins Healthcare Caixa 42 Cápsulas,225.51,196.19,13.0%,Santo Remedio,Sudeste,Sao Paulo
Mesilato Doxazosina 4Mg 30 Comprimidos Genérico Cimed,7896523227115,CIMED,,,,,Santo Remedio,Sudeste,Sao Paulo
Claquinona 4 Md Caixa 30G Gel,7896004726274,USK,,71.14,66.16,7.0%,Santo Remedio,Sudeste,Sao Paulo
Synthroid 30 Comprimidos 150Mcg,7896255716987,ABBOTT,,59.61,51.86,13.0%,Santo Remedio,Sudeste,Sao Paulo
Condroflex Abacaxi Zodiac Caixa 30 Sachês,7892953003817,ZODIAC,,152.72,132.87,13.0%,Santo Remedio,Sudeste,Sao Paulo
Carvedilol 3 125Mg 2Bl X 15 Comp,7894916146388,LEGRAND GENERICO,,,,,Santo Remedio,Sudeste,Sao Paulo
Alginac 5 000 Merck Caixa 3 Ampolas I 3 Ampolas Ii Solução Injetável,7891721008368,PROCTER&GAMBLE MED,Alginac 5.000 Merck Caixa 3 Ampolas I + 3 Ampolas II Solução Injetável,35.34,33.58,5.0%,Santo Remedio,Sudeste,Sao Paulo
Proflam 100Mg Com 12 Comprimidos,7891317411923,EUROFARMA,,74.93,69.68,7.0%,Santo Remedio,Sudeste,Sao Paulo
Prosso Km 30 Tabletes Mastigáveis,7891317015459,MOMENTA FARMACEUTICA,,152.22,129.98,15.0%,Santo Remedio,Sudeste,Sao Paulo
Xarelto 2 5Mg Caixa 60 Comp Rev,7891106908191,BAYER,,395.24,343.86,13.0%,Santo Remedio,Sudeste,Sao Paulo
Suplemento Vitamínico Suplevit Mulher Ems 60 Comprimidos,7896004755465,EMS SIMILAR,,157.53,73.99,53.0%,Santo Remedio,Sudeste,Sao Paulo
Ciclopirox Olamina Sol Topico Ems,7896004727233,EMS GENERICO,,33.92,19.99,41.0%,Santo Remedio,Sudeste,Sao Paulo
Antigases Luftal Infantil Gotas Simeticona 75mg/ml - 15ml,7896222720887,RECKITT BENCKISER,,35.38,34.06,4.0%,Santo Remedio,Sudeste,Sao Paulo
Vitamina D Addera D3 600Ui Gotas 5Ml,7896094919594,HYPERMARCAS PP,,84.2,84.2,,Santo Remedio,Sudeste,Sao Paulo
Betes 2Mg Eurofarma Caixa 30 Comprimidos,7891317436339,EUROFARMA,,46.13,40.13,13.0%,Santo Remedio,Sudeste,Sao Paulo
Cloridrato De Ciclobenzaprina 5Mg AchêCaixa 15 Comprimidos Revestidos,7896181901150,BIOSINTETICA GENERIC,Cloridrato de Ciclobenzaprina 5mg Aché Caixa 15 Comprimidos Revestidos,18.04,15.49,14.0%,Santo Remedio,Sudeste,Sao Paulo
Epativan Cimed Flaconete 10Ml,7897947600256,CIMED,,2.45,2.45,,Santo Remedio,Sudeste,Sao Paulo
Xarelto 10Mg Bayer Caixa 10 Comprimidos Revestidos,7891106007030,BAYER,,131.72,114.6,13.0%,Santo Remedio,Sudeste,Sao Paulo
Asea Hct Supera Caixa 30 Comprimidos Revestidos,7899420503221,SUPERA FARMA,Asea HCT Supera Caixa 30 Comprimidos Revestidos,85.09,74.03,13.0%,Santo Remedio,Sudeste,Sao Paulo
Besilato De Anlodipino 5Mg Medley Caixa 30 Comprimidos,7896422505789,MEDLEY GENERICO,Besilato de Anlodipino 5mg Medley Caixa 30 Comprimidos,28.06,10.99,61.0%,Santo Remedio,Sudeste,Sao Paulo
Ablok Plus Atenolol 50Mg Clortalidona 12 5Mg Biolab Caixa 60 Comprimidos,7896112411512,BIOLAB SANUS,"Ablok Plus Atenolol 50mg Clortalidona 12,5mg Biolab Caixa 60 Comprimidos",91.43,79.54,13.0%,Santo Remedio,Sudeste,Sao Paulo
Succinato De Metoprolol 50Mg Caixa 30 Comp,8901148243675,BIOLAB GENERICO,,,,,Santo Remedio,Sudeste,Sao Paulo
Xarope Hederaflux 7Mg Ml Cereja Kley Hertz Caixa 100Ml,7896331705379,HERTZ,,23.43,17.99,23.0%,Santo Remedio,Sudeste,Sao Paulo
Cebralat 100Mg 60Comp,7896094202047,LIBBS,,88.38,76.89,13.0%,Santo Remedio,Sudeste,Sao Paulo
Colact 667Mg Xarope Ameixa 120Ml Genérico União Química,7896006213130,UNIAO QUIMICA SIMILA,,53.36,22.99,57.0%,Santo Remedio,Sudeste,Sao Paulo
Pantocal 40Mg Eurofarma Caixa 28 Comprimidos Revestidos,7891317017484,EUROFARMA,Pantocal 40mg Eurofarma Caixa 28 Comprimidos Revestidos,197.16,171.53,13.0%,Santo Remedio,Sudeste,Sao Paulo
Fluir 12Mcg Mantecorp Farmasa Caixa 60 Cápsulas,7891142156235,HYPERMARCAS PP,Fluir 12mcg Mantecorp Farmasa Caixa 60 Cápsulas,110.36,96.01,13.0%,Santo Remedio,Sudeste,Sao Paulo
Vasopril Plus Biolab Caixa 30 Comprimidos,7896241293553,BIOLAB SANUS,,97.92,85.19,13.0%,Santo Remedio,Sudeste,Sao Paulo
Dievari 900 100Mg Caixa 30 Comp Rev,7891317014643,MOMENTA FARMACEUTICA,,150.6,131.02,13.0%,Santo Remedio,Sudeste,Sao Paulo
Selo Zok 100Mg Astrazeneca Caixa 30 Comprimidos Revestidos,7896206402877,ASTRAZENECA,,128.54,128.54,,Santo Remedio,Sudeste,Sao Paulo
Euthyrox 125Mcg Merck Caixa 50 Comprimidos,7891721014086,MERCK S.A,,53.25,46.33,13.0%,Santo Remedio,Sudeste,Sao Paulo
Marevan 5Mg Fqm Caixa 10 Comprimidos,7898040320911,FQM,Marevan 5mg FQM Caixa 10 Comprimidos,11.03,10.37,6.0%,Santo Remedio,Sudeste,Sao Paulo
Adipept 40Mg Caixa 14 Comp Rev,7896658021725,ACHE,,38.97,36.63,6.0%,Santo Remedio,Sudeste,Sao Paulo
Janumet Xr Msd Caixa 30 Comprimidos,7897572020252,MERCK SHARP DOHME,,340.6,296.32,13.0%,Santo Remedio,Sudeste,Sao Paulo
Famox 20 Mg Com 30 Comprimidos,7896658000386,ACHE,,69.5,60.47,13.0%,Santo Remedio,Sudeste,Sao Paulo
Atacand 16Mg Astrazeneca Caixa 30 Comprimidos,7896206401146,ASTRAZENECA,Atacand 16mg AstraZeneca Caixa 30 Comprimidos,167.8,167.8,,Santo Remedio,Sudeste,Sao Paulo
Addera D3 50 000Ui Mantecorp Farmasa Caixa 4 Cápsulas,7897322709758,HYPERMARCAS PP,,80.94,80.94,,Santo Remedio,Sudeste,Sao Paulo
Loteprol 5Mg Ml Bausch Lomb Caixa 5Ml Suspensão Oftálmica,7896046300104,BAUSCH & LOMB ETICO,,86.67,80.6,7.0%,Santo Remedio,Sudeste,Sao Paulo
Vitamina D Desol 10Ml,7896637026178,APSEN,Desol Doce de Leite Apsen Caixa 10ml,36.83,34.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Asseptcare 10Mg Ml 50Ml Spray,7896714231198,NEO QUÍMICA,Indicação: Assepsia da pele e de feridas cutâneas de pequenas extensões,28.42,15.99,44.0%,Santo Remedio,Sudeste,Sao Paulo
Gel Intravaginal Lubrinat Bisnaga Com 30G 10 Aplicadores,7896094917477,HYPERMARCAS PP,Gel Hidratante Intravaginal Lubrinat Caixa 30g + 10 Aplicadores Descartáveis,115.23,115.23,,Santo Remedio,Sudeste,Sao Paulo
LACDAY 10.000FCC 60CPR MASTIG,7896004759975,EMS OTC,Lacday 10.000 FCC ALU EMS Caixa 60 Comprimidos Mastigáveis Embalagem Econômica,142.09,142.09,,Santo Remedio,Sudeste,Sao Paulo
Maleato De Enalapril 10Mg Neo Química Caixa 30 Comprimidos,7896714205823,NEO QUIMICA GENERICO,Maleato de Enalapril 10mg Neo Química Caixa 30 Comprimidos,9.0,7.49,17.0%,Santo Remedio,Sudeste,Sao Paulo
Neosulida 100Mg Neo Química Caixa 12 Comprimidos,7896714200361,NEO QUÍMICA,Neosulida 100mg Neo Química Caixa 12 Comprimidos,14.86,5.49,63.0%,Santo Remedio,Sudeste,Sao Paulo
Iodara 200Mcg 30 Cápsulas Gross,7890282801517,GROSS,,71.72,68.63,4.0%,Santo Remedio,Sudeste,Sao Paulo
Gaeso 40Mg Caixa 28 Comp,7896658034435,ACHE,,174.04,151.41,13.0%,Santo Remedio,Sudeste,Sao Paulo
Promim 10Mg G Supera Caixa 30G 20 Aplicadores,7899420501791,SUPERA FARMA,Promim 10mg/g Supera Caixa 30g + 20 Aplicadores,95.84,83.38,13.0%,Santo Remedio,Sudeste,Sao Paulo
Eparema Guaraná 10Ml Solução Oral Caixa Com 1 Unidades,7896094922198,HYPERMARCAS CH,,4.43,3.99,10.0%,Santo Remedio,Sudeste,Sao Paulo
Mononitrato De Isossorbida 40Mg BiosintÉtica Caixa 30 Comprimidos,7896181906384,BIOSINTETICA GENERIC,,26.8,22.99,14.0%,Santo Remedio,Sudeste,Sao Paulo
Ibuprofeno Ibufran 300Mg 20 Comprimidos,7896714213859,NEO QUÍMICA,"Indicação: Tratamento de diversas dores de cabeça, incluindo enxaquecas",26.61,17.99,32.0%,Santo Remedio,Sudeste,Sao Paulo
Nisulid 50Mg Ml AchêCaixa 15Ml Em Gotas,7896658005138,ACHE,Nisulid 50mg/ml Aché Caixa 15ml em Gotas,51.44,47.84,7.0%,Santo Remedio,Sudeste,Sao Paulo
MAGNAZIA COMP MAST 3BL COM 10,7898075310192,CIMED,,21.49,19.14,11.0%,Santo Remedio,Sudeste,Sao Paulo
Clexane 40Mg 0 4Ml Sanofi Caixa 2 Seringas Solução Injetável,7891058003210,SANOFI - PRESCRIÇÃO,,166.79,145.11,13.0%,Santo Remedio,Sudeste,Sao Paulo
Calminex Ice Aerosol 170G,7891142118080,HYPERMARCAS CH,,81.09,81.09,,Santo Remedio,Sudeste,Sao Paulo
Hedera 7Mg Ml Xpe 100Ml Cimed,7896523223193,CIMED,,54.65,21.99,60.0%,Santo Remedio,Sudeste,Sao Paulo
Cloreto De Sódio Rinospray 100Ml,7896083400935,HERBARIUM,,57.21,26.89,53.0%,Santo Remedio,Sudeste,Sao Paulo
Mirtax 5Mg AchêCaixa 30 Comprimidos Revestidos,7896658005978,ACHE,,33.54,31.86,5.0%,Santo Remedio,Sudeste,Sao Paulo
Oftpred 10Mg Ml Sus Oft Fr Got X 5Ml,7896676433029,LATINOFARMA,Oftpred 1% Latinofarma Caixa 5ml Suspensão Oftálmica Estéril,52.95,49.24,7.0%,Santo Remedio,Sudeste,Sao Paulo
Alivium 400Mg Com 8 Cápsulas,7891142201621,HYPERMARCAS PP,,13.9,13.9,,Santo Remedio,Sudeste,Sao Paulo
Dprev 1000Ui Caixa 30 Comp Rev,7898430192845,MYRALIS PHARMA,Dprev 1.000UI Myralis Pharma Caixa 30 Comprimidos Revestidos,39.71,37.72,5.0%,Santo Remedio,Sudeste,Sao Paulo
Rosucor 10Mg Torrent Pharma Caixa 60 Comprimidos Revestidos,8902220109582,TORRENT,,81.27,70.7,13.0%,Santo Remedio,Sudeste,Sao Paulo
Xarope Mucosolvan 5Mg 30Ml Adulto 120Ml,7891058021566,SANOFI - CHC,Xarope Mucosolvan 30mg/ml Morango Sanofi Caixa 120ml,51.32,47.34,8.0%,Santo Remedio,Sudeste,Sao Paulo
Leite de Magnésia ENO Tradicional Antiácido e Laxante com 120ml,7896015591953,GLAXO OTC,Eno Leite de Magnésia 8% Tradicional GSK Frasco 120ml,25.96,11.49,56.0%,Santo Remedio,Sudeste,Sao Paulo
Leg 5Mg Eurofarma 10 Comprimidos,7891317488765,EUROFARMA,,59.26,59.26,,Santo Remedio,Sudeste,Sao Paulo
Vitamina D Addera D3 3 300Ui Ml Gotas 10Ml,7896094920538,HYPERMARCAS PP,,109.46,109.46,,Santo Remedio,Sudeste,Sao Paulo
Stanglit 30Mg Libbs Caixa 60 Comprimidos,7896094210240,LIBBS,,188.07,146.69,22.0%,Santo Remedio,Sudeste,Sao Paulo
Xarope para tosse Vick 44E 240ml,7500435144384,PROCTER&GAMBLE MED,,65.6,53.99,18.0%,Santo Remedio,Sudeste,Sao Paulo
Suplemento De Vitaminas E Minerais Dayvit Kids Solução 120Ml Ache,7896658027208,ACHE,,61.41,59.99,2.0%,Santo Remedio,Sudeste,Sao Paulo
Vitergan Zinco Pl 30 Comprimidos Marja,7896226102801,MARJAN,,112.45,112.45,,Santo Remedio,Sudeste,Sao Paulo
Doss 7000Ui Caixa 30 Cap,7896112400141,BIOLAB SANUS,,100.98,87.85,13.0%,Santo Remedio,Sudeste,Sao Paulo
Viagra 50Mg Caixa 4 Comp Rev,7908236800179,UPJOHN,,143.77,125.08,13.0%,Santo Remedio,Sudeste,Sao Paulo
Caltren 20Mg 30Comp,7896094201002,LIBBS,,152.86,132.99,13.0%,Santo Remedio,Sudeste,Sao Paulo
Litocit Fr X 60 Cp Or,7896637031905,APSEN,,151.82,132.08,13.0%,Santo Remedio,Sudeste,Sao Paulo
NEOVANGY MR 35MG 60CPR,7894916513326,EMS PRESCRICAO,,135.65,118.02,13.0%,Santo Remedio,Sudeste,Sao Paulo
NEUTROFER PREV SUSP 60ML,7894916513104,EMS PRESCRICAO,,87.36,87.36,,Santo Remedio,Sudeste,Sao Paulo
Esalerg D AchêCaixa 10 Comprimidos,7896658033421,ACHE,,59.91,55.72,7.0%,Santo Remedio,Sudeste,Sao Paulo
Venzer 32Mg Libbs Caixa 30 Comprimidos,7896094206533,LIBBS,,91.79,79.86,13.0%,Santo Remedio,Sudeste,Sao Paulo
Addera D3 50 000Ui Mantecorp Farmasa Caixa 10 Comprimidos Revestidos,7897322709536,HYPERMARCAS PP,,156.99,156.99,,Santo Remedio,Sudeste,Sao Paulo
Dicloridrato De Betaistina 24Mg BiosintÉtica Caixa 30 Comprimidos,7896181921363,BIOSINTETICA GENERIC,,45.49,26.49,42.0%,Santo Remedio,Sudeste,Sao Paulo
Puran T4 175Mcg Sanofi Caixa 30 Comprimidos,7897595901576,SANOFI - PRESCRIÇÃO,,32.68,30.72,6.0%,Santo Remedio,Sudeste,Sao Paulo
Plaq 75Mg Eurofarma Caixa 30 Comprimidos Revestidos,7891317496760,EUROFARMA,Plaq 75mg Eurofarma Caixa 30 Comprimidos Revestidos,65.4,56.9,13.0%,Santo Remedio,Sudeste,Sao Paulo
Dicloridrato De Betaistina 16Mg BiosintÉtica Caixa 30 Comprimidos,7896181921325,BIOSINTETICA GENERIC,,30.31,18.99,37.0%,Santo Remedio,Sudeste,Sao Paulo
Profenid Retard 200Mg Sanofi Caixa 10 Comprimidos Revestidos,7896070601796,SANOFI - PRESCRIÇÃO,Profenid Retard 200mg Sanofi Caixa 10 Comprimidos Revestidos de Liberação Retardada,64.92,60.38,7.0%,Santo Remedio,Sudeste,Sao Paulo
Synthroid 125Mcg Abbott Caixa 30 Comprimidos,7896255700054,ABBOTT,Synthroid 125mcg Abbott Caixa 30 Comprimidos,55.31,48.12,13.0%,Santo Remedio,Sudeste,Sao Paulo
PEDIALYTE MAX UVA 500ML,7891158104695,ABBOTT OTC,Isotônico Uva Pedialyte Max Garrafa 500ml,39.15,34.52,12.0%,Santo Remedio,Sudeste,Sao Paulo
Normaten Fit,7896226105246,MARJAN,,77.3,77.3,,Santo Remedio,Sudeste,Sao Paulo
Excivit Az Omega 3 Fr 30 Cap Gel,7898537890255,GALLIA,,136.83,129.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Proepa Uni 1000Mg 30 Cápsulas Aché,7896658029509,ACHE,Óleo de Peixe 1000mg Proepa Uni Caixa 30 Cápsulas Gelatinosas,113.59,107.91,5.0%,Santo Remedio,Sudeste,Sao Paulo
Tensart 360Mg 30 Comprimidos Myralis,7898430192685,MYRALIS PHARMA,,67.38,62.66,7.0%,Santo Remedio,Sudeste,Sao Paulo
Femoston Conti 28Comp,7896253902191,ABBOTT,Femoston Conti Abbott Caixa 28 Comprimidos Revestidos,92.94,80.86,13.0%,Santo Remedio,Sudeste,Sao Paulo
Synthroid 30 Comprimidos 112Mcg,7896255700283,ABBOTT,Synthroid 112mcg Abbott Caixa 30 Comprimidos,52.74,45.88,13.0%,Santo Remedio,Sudeste,Sao Paulo
Humectol D 20 Drágeas Farmasa,7891104193353,HYPERMARCAS PP,,18.42,18.42,,Santo Remedio,Sudeste,Sao Paulo
Colchicina 0 5Mg Geolab Caixa 30 Comprimidos,7899095245686,GEOLAB,,51.37,29.49,43.0%,Santo Remedio,Sudeste,Sao Paulo
Liposic Gel Bausch Lomb Caixa 10G Tópico Ocular,7896046302047,BAUSCH & LOMB ETICO,,55.1,51.24,7.0%,Santo Remedio,Sudeste,Sao Paulo
Albendazol 400Mg 1 Comprimido Genérico Cimed,7896523215747,CIMED,,11.23,7.49,33.0%,Santo Remedio,Sudeste,Sao Paulo
Drenison N Biolab Caixa 30G Pomada,7896241252420,BIOLAB SANUS,,43.22,40.19,7.0%,Santo Remedio,Sudeste,Sao Paulo
Paracetamol 200Mg Ml Gotas Medley,7896422505390,MEDLEY GENERICO,,20.03,11.99,40.0%,Santo Remedio,Sudeste,Sao Paulo
Amioron 200 Mg 20 Comprimidos Geolab Similar,7899095200456,GEOLAB,,29.98,24.99,17.0%,Santo Remedio,Sudeste,Sao Paulo
Betrat 5000Mcg 100 100Mg Caixa 42 Comp Rev,7896317911596,MYRALIS PHARMA,Betrat Ativus Farmacêutica Caixa 42 Comprimidos Revestidos,114.58,99.68,13.0%,Santo Remedio,Sudeste,Sao Paulo
Lisinopril 20Mg Medley Caixa 30 Comprimidos,7896422506779,MEDLEY GENERICO,Lisinopril 20mg Medley Caixa 30 Comprimidos,110.51,87.99,20.0%,Santo Remedio,Sudeste,Sao Paulo
Água Rabelo Tradicional 150Ml,7898001380541,RABELO,,15.83,13.72,13.0%,Santo Remedio,Sudeste,Sao Paulo
Asseptcare 10Mg Ml 30Ml Solução,7896714221434,NEO QUÍMICA,Indicação: Assepsia da pele e de feridas cutâneas de pequenas extensões,19.06,11.99,37.0%,Santo Remedio,Sudeste,Sao Paulo
Cafilisador Mantecorp Farmasa 4 Comprimidos,7897322706931,HYPERMARCAS PP,Cafi Lisador Cosmed 4 Comprimidos,11.53,8.82,24.0%,Santo Remedio,Sudeste,Sao Paulo
Composto Probióticos Tamarine Probium 30 Cápsulas,7896094917682,HYPERMARCAS CH,,142.09,118.99,16.0%,Santo Remedio,Sudeste,Sao Paulo
Cleankinol 40 Mg G Gel Legrand Similar,7896004725987,LEGRAND,,55.13,49.99,9.0%,Santo Remedio,Sudeste,Sao Paulo
Filinar G 5Mg Ml Supera Caixa 120Ml Gel Colher Dosadora,7891317485153,SUPERA FARMA,Filinar G 5mg/ml Supera Caixa 1 Frasco 120ml Gel + Colher Dosadora,29.17,27.71,5.0%,Santo Remedio,Sudeste,Sao Paulo
Omega Mater Herbarium 30 Cápsulas,7896083410699,HERBARIUM,,127.96,127.96,,Santo Remedio,Sudeste,Sao Paulo
Symbicort Spray 6 100Mcg Astrazeneca Caixa 10 7Mg 120 Doses,7896206407896,FQM,,196.02,196.02,,Santo Remedio,Sudeste,Sao Paulo
Hepa Merz 0 6G G Biolab Caixa 10 Envelopes,7896241245989,BIOLAB SANUS,,139.46,121.33,13.0%,Santo Remedio,Sudeste,Sao Paulo
Dicloridrato De Hidroxizina 25Mg Ems Caixa 30 Comprimidos,7896004729688,EMS GENERICO,,39.96,33.99,15.0%,Santo Remedio,Sudeste,Sao Paulo
Dermatop 2 5Mg G Sanofi Caixa 20G,7891058271008,SANOFI - PRESCRIÇÃO,,80.75,75.1,7.0%,Santo Remedio,Sudeste,Sao Paulo
Fentizol Spray 20Mg Ml AchêCaixa 30Ml,7896658001390,ACHE,,66.08,61.45,7.0%,Santo Remedio,Sudeste,Sao Paulo
Leite de Magnésia ENO Sabor Hortelã Antiácido e Laxante com 350ml,7896015591960,GLAXO OTC,,28.41,26.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Enterofigon 50 10Mg Ml Caixa 150Ml,7896331706710,HERTZ,,46.82,21.99,53.0%,Santo Remedio,Sudeste,Sao Paulo
Eniagor 50Mg Ml Sol Fr 50Ml Refil Or,7896637032797,APSEN,,54.24,47.19,13.0%,Santo Remedio,Sudeste,Sao Paulo
Tess 20Mg 0035Mg Com 21 Comprimidos,7896006221043,GENOM,,26.44,26.44,,Santo Remedio,Sudeste,Sao Paulo
Xarope Acebrofilina 25Mg 5Ml Eurofarma Caixa 120Ml 1 Copo Medida,7891317002688,EUROFARMA GENERICO,Xarope Acebrofilina 25mg/5ml Eurofarma Caixa 120ml + 1 Copo-Medida,29.17,24.99,14.0%,Santo Remedio,Sudeste,Sao Paulo
Alphagan P 1 5 Mg Ml 5 Ml Allerga,7897316804209,ALLERGAN,,128.5,111.8,13.0%,Santo Remedio,Sudeste,Sao Paulo
AGUA RABELO ENXAGUAT ALOE VERA 500ML,7898001380398,RABELO,,35.19,30.62,13.0%,Santo Remedio,Sudeste,Sao Paulo
Zart H Losartana Potsica 100Mg Hidroclorotiazida 25Mg Eurofarma Caixa 30 Comprimidos Revestidos,7891317451400,EUROFARMA,Zart H Losartana Potássica 100mg + Hidroclorotiazida 25mg Eurofarma Caixa 30 Comprimidos Revestidos,91.75,79.82,13.0%,Santo Remedio,Sudeste,Sao Paulo
Deflazacorte 30Mg Ems Caixa 10 Comprimidos,7896004709291,EMS GENERICO,,147.69,99.99,32.0%,Santo Remedio,Sudeste,Sao Paulo
Unoprost 4Mg Apsen Caixa 30 Comprimidos,7896637023849,APSEN,Unoprost 4mg Apsen Caixa 30 Comprimidos,52.59,45.75,13.0%,Santo Remedio,Sudeste,Sao Paulo
Aromatizante Spray Bucal Própolis Gengibre Menta E Romã Valda Fresh Frasco 35Ml,7891137006385,VALDA,,22.09,19.44,12.0%,Santo Remedio,Sudeste,Sao Paulo
Floratil At 250Mg Com 10 Cápsulas,7898040329693,DIVCOM,Floratil AT 250mg Merck Caixa 10 Cápsulas,82.68,79.99,3.0%,Santo Remedio,Sudeste,Sao Paulo
Prós 2Mg Supera Caixa 30 Comprimidos,7899420508080,SUPERA FARMA,,41.0,35.67,13.0%,Santo Remedio,Sudeste,Sao Paulo
Repopil 3 Blt Com 21 Comp Rev,7896004734026,LEGRAND,,68.94,38.99,43.0%,Santo Remedio,Sudeste,Sao Paulo
Levoid 88Mcg AchêCaixa 30 Comprimidos,7896658008801,ACHE,,25.74,24.2,6.0%,Santo Remedio,Sudeste,Sao Paulo
Tylenol Dc 20 Comprimidos 500Mg,7896212413560,JANSSEN OTC,,38.53,36.98,4.0%,Santo Remedio,Sudeste,Sao Paulo
BASAGLAR 100UI INJ 5CARP 3ML,7896382707681,ELI LILY,,287.6,250.21,13.0%,Santo Remedio,Sudeste,Sao Paulo
Sinvalip 20Mg Ems Caixa 30 Comprimidos Revestidos,7894916206860,EMS PRESCRICAO,,55.08,55.08,,Santo Remedio,Sudeste,Sao Paulo
Vasopril Plus 20 12 5Mg 60Comp,7896112470281,BIOLAB SANUS,,109.99,95.69,13.0%,Santo Remedio,Sudeste,Sao Paulo
Algi Osseo Caixa Com 30 Comp Rev,7896360001633,DOVALLE,,107.14,102.42,4.0%,Santo Remedio,Sudeste,Sao Paulo
Vibral 3Mg Ml Xarope Adulto 120Ml,7896253900920,ABBOTT,,30.23,29.99,1.0%,Santo Remedio,Sudeste,Sao Paulo
Óleo Mineral 100Ml União Química,7896006277408,UNIAO QUIMICA SIMILA,,22.23,17.99,19.0%,Santo Remedio,Sudeste,Sao Paulo
Tylenol Dc 500Mg 4 Comprimidos,7891010249267,PADRAO NT,Tylenol DC Johnson & Johnson 4 Comprimidos,8.91,7.38,17.0%,Santo Remedio,Sudeste,Sao Paulo
Levolukast Glenmark Caixa 14 Comprimidos Revestidos,7897473206861,GLENMARK,,140.98,122.65,13.0%,Santo Remedio,Sudeste,Sao Paulo
Azulfin 500Mg Apsen Caixa 60 Comprimidos Revestidos,7896637022729,APSEN,,130.47,113.51,13.0%,Santo Remedio,Sudeste,Sao Paulo
Permese Momenta Caixa 1 Ampola 1Ml Seringa,7891317015343,MOMENTA FARMACEUTICA,,29.2,27.74,5.0%,Santo Remedio,Sudeste,Sao Paulo
Striverdi Respimat 2 5Mcg Puff Boehringer Ingelheim Caixa 4Ml Inalador Respimat,7896026306126,BOEHRINGER,,195.22,169.84,13.0%,Santo Remedio,Sudeste,Sao Paulo
Plurair 50Mcg Libbs Caixa 6Ml,7896094201507,LIBBS,Plurair 50mcg Libbs Caixa 6ml,40.38,35.13,13.0%,Santo Remedio,Sudeste,Sao Paulo
Cloridrato De Propranolol 10Mg Medley Caixa 30 Comprimidos,7896422515511,MEDLEY GENERICO,,6.47,5.49,15.0%,Santo Remedio,Sudeste,Sao Paulo
Humalog Mix 100Ui Ml Sol Inj 1Carp X 3Ml 1Aplic,7896382706493,ELI LILY,,76.74,66.76,13.0%,Santo Remedio,Sudeste,Sao Paulo
